25000000
5000000
2500000
500000
250000
50000
25000
10000
a35000000
30000000
3500000
3000000
350000
300000
35000
60000
a10
10
10
10
10
5
5
5
a3000
3000
1000
300
300
30
30
30
a

Mar. 26 2024
'15:32:10
HF loop TM8
801 Pts
 
 
inside mumetal shield
*
*
external supply
*
Hz	V /sqrt(Hz)
44118750	8.899288E-08
44162500	1.129378E-07
44206250	8.407601E-08
44250000	9.02377E-08
44293750	1.028348E-07
44337500	1.06034E-07
44381250	1.100276E-07
44425000	9.985054E-08
44468750	1.097243E-07
44512500	1.216486E-07
44556250	1.096572E-07
44600000	1.083753E-07
44643750	1.154954E-07
44687500	7.579369E-08
44731250	8.645372E-08
44775000	9.596765E-08
44818750	6.947543E-08
44862500	9.789757E-08
44906250	1.001622E-07
44950000	1.226543E-07
44993750	1.07716E-07
45037500	1.127873E-07
45081250	1.23208E-07
45125000	9.505094E-08
45168750	9.6208E-08
45212500	8.863861E-08
45256250	1.089728E-07
45300000	9.356105E-08
45343750	6.783613E-08
45387500	1.061407E-07
45431250	1.111854E-07
45475000	8.37035E-08
45518750	1.037019E-07
45562500	1.218891E-07
45606250	9.232259E-08
45650000	1.064879E-07
45693750	1.006021E-07
45737500	1.020272E-07
45781250	8.708428E-08
45825000	1.035925E-07
45868750	9.866275E-08
45912500	1.324842E-07
45956250	9.453299E-08
46000000	1.173815E-07
46043750	9.978181E-08
46087500	1.065018E-07
46131250	7.079247E-08
46175000	1.16563E-07
46218750	9.126806E-08
46262500	1.119755E-07
46306250	9.741279E-08
46350000	6.812915E-08
46393750	1.017021E-07
46437500	1.075402E-07
46481250	9.057482E-08
46525000	7.262589E-08
46568750	9.847715E-08
46612500	9.625641E-08
46656250	9.746597E-07
46700000	9.661832E-08
46743750	1.1888E-07
46787500	1.011999E-07
46831250	1.082493E-07
46875000	9.398459E-08
46918750	1.046857E-07
46962500	8.764688E-08
47006250	9.48911E-08
47050000	9.34518E-08
47093750	8.110971E-08
47137500	8.542986E-08
47181250	1.102356E-07
47225000	8.933701E-08
47268750	1.035288E-07
47312500	9.144701E-08
47356250	9.749478E-08
47400000	1.044827E-07
47443750	1.058875E-07
47487500	1.211321E-07
47531250	1.075255E-07
47575000	1.142525E-07
47618750	1.111619E-07
47662500	8.844594E-08
47706250	8.785018E-08
47750000	8.968402E-08
47793750	1.123304E-07
47837500	8.593729E-08
47881250	1.031892E-07
47925000	1.053998E-07
47968750	9.50069E-08
48012500	9.735867E-08
48056250	7.752572E-08
48100000	8.313425E-08
48143750	1.048246E-07
48187500	8.797832E-08
48231250	8.239426E-08
48275000	8.393921E-08
48318750	5.632346E-08
48362500	9.500476E-08
48406250	7.657879E-08
48450000	9.53542E-08
48493750	9.579795E-08
48537500	6.436967E-08
48581250	1.115249E-07
48625000	6.436978E-08
48668750	9.881909E-08
48712500	1.142037E-07
48756250	8.115628E-08
48800000	9.306322E-08
48843750	8.537295E-08
48887500	9.467938E-08
48931250	1.047892E-07
48975000	7.867781E-08
49018750	9.777398E-08
49062500	1.107221E-07
49106250	6.631428E-08
49150000	9.899323E-08
49193750	9.807482E-08
49237500	9.148248E-08
49281250	7.291727E-08
49325000	7.669163E-08
49368750	8.544912E-08
49412500	6.998817E-08
49456250	7.514584E-08
49500000	1.187022E-07
49543750	6.655987E-08
49587500	9.247757E-08
49631250	6.337093E-08
49675000	8.151869E-08
49718750	1.029337E-07
49762500	7.559427E-08
49806250	1.068369E-07
49850000	6.105863E-08
49893750	8.118773E-08
49937500	9.481116E-08
49981250	9.071689E-08
50025000	8.532994E-08
50068750	8.685117E-08
50112500	1.005272E-07
50156250	8.698206E-08
50200000	7.478096E-08
50243750	7.699067E-08
50287500	7.097874E-08
50331250	8.284245E-08
50375000	8.229684E-08
50418750	7.532716E-08
50462500	1.049973E-07
50506250	8.629865E-08
50550000	6.33375E-08
50593750	7.420422E-08
50637500	9.752586E-08
50681250	6.883206E-08
50725000	8.259656E-08
50768750	7.424953E-08
50812500	6.712155E-08
50856250	9.405704E-08
50900000	6.777298E-08
50943750	6.751559E-08
50987500	4.536588E-08
51031250	6.657477E-08
51075000	7.8501E-08
51118750	6.707903E-08
51162500	6.743279E-08
51206250	8.479494E-08
51250000	9.560743E-08
51293750	7.186945E-08
51337500	6.090063E-08
51381250	7.675584E-08
51425000	8.503473E-08
51468750	8.363623E-08
51512500	8.010841E-08
51556250	7.826909E-08
51600000	9.464449E-08
51643750	9.029418E-08
51687500	7.913005E-08
51731250	8.207129E-08
51775000	4.093589E-08
51818750	6.538136E-08
51862500	7.429701E-08
51906250	7.71711E-08
51950000	6.907985E-08
51993750	7.448192E-08
52037500	1.039051E-07
52081250	1.089733E-07
52125000	1.012295E-07
52168750	8.279566E-08
52212500	1.001508E-07
52256250	7.266983E-08
52300000	8.442478E-08
52343750	8.077997E-08
52387500	8.087272E-08
52431250	8.250187E-08
52475000	7.393146E-08
52518750	8.341444E-08
52562500	7.69998E-08
52606250	8.595235E-08
52650000	7.554566E-08
52693750	7.16873E-08
52737500	1.028163E-07
52781250	7.792389E-08
52825000	8.208483E-08
52868750	9.798921E-08
52912500	8.026468E-08
52956250	8.371358E-08
53000000	8.775487E-08
53043750	7.054391E-08
53087500	8.40131E-08
53131250	9.263967E-08
53175000	7.666076E-08
53218750	7.484159E-08
53262500	9.393592E-08
53306250	8.726354E-08
53350000	7.777164E-08
53393750	7.774177E-08
53437500	6.77896E-08
53481250	1.03105E-07
53525000	9.177528E-08
53568750	6.926701E-08
53612500	9.080205E-08
53656250	7.287036E-08
53700000	9.815295E-08
53743750	7.19647E-08
53787500	9.950209E-08
53831250	8.041285E-08
53875000	9.699471E-08
53918750	8.025301E-08
53962500	9.175191E-08
54006250	8.940297E-08
54050000	8.153576E-08
54093750	7.815144E-08
54137500	8.373581E-08
54181250	8.099777E-08
54225000	8.190262E-08
54268750	9.300327E-08
54312500	8.249197E-08
54356250	6.743635E-08
54400000	9.818205E-08
54443750	1.046075E-07
54487500	9.003466E-08
54531250	1.013703E-07
54575000	7.145884E-08
54618750	1.074236E-07
54662500	5.728446E-08
54706250	8.949964E-08
54750000	7.558177E-08
54793750	8.80641E-08
54837500	7.67292E-08
54881250	8.184944E-08
54925000	6.949037E-08
54968750	8.203718E-08
55012500	8.296102E-08
55056250	8.315405E-08
55100000	7.185409E-08
55143750	8.817793E-08
55187500	5.875478E-08
55231250	4.900928E-07
55275000	8.97955E-08
55318750	7.0033E-08
55362500	7.889356E-08
55406250	7.174194E-08
55450000	6.424317E-08
55493750	5.030148E-08
55537500	6.005799E-08
55581250	8.088621E-08
55625000	6.897639E-08
55668750	7.850577E-08
55712500	9.19761E-08
55756250	7.452568E-08
55800000	6.757909E-08
55843750	8.788617E-08
55887500	8.452502E-08
55931250	7.465689E-08
55975000	1.415209E-07
56018750	9.186871E-08
56062500	7.244051E-08
56106250	6.988942E-08
56150000	8.961609E-08
56193750	7.521231E-08
56237500	6.747651E-08
56281250	8.619456E-08
56325000	8.534148E-08
56368750	1.192463E-07
56412500	8.45271E-08
56456250	5.726408E-08
56500000	8.271553E-08
56543750	1.039444E-07
56587500	9.846799E-08
56631250	8.014833E-08
56675000	1.076288E-07
56718750	6.972257E-08
56762500	1.131977E-07
56806250	8.710298E-08
56850000	7.317502E-08
56893750	9.271388E-08
56937500	7.54688E-08
56981250	8.402387E-08
57025000	9.181252E-08
57068750	9.328555E-08
57112500	1.455314E-07
57156250	1.006633E-07
57200000	8.671692E-08
57243750	1.080957E-07
57287500	6.770396E-08
57331250	9.222711E-08
57375000	1.020345E-07
57418750	7.836915E-08
57462500	1.086477E-07
57506250	9.426275E-08
57550000	8.299298E-08
57593750	8.630204E-08
57637500	8.065082E-08
57681250	1.283377E-07
57725000	1.483417E-07
57768750	1.504898E-07
57812500	1.010389E-07
57856250	1.631908E-07
57900000	9.065431E-08
57943750	1.115577E-07
57987500	8.289722E-08
58031250	1.700658E-07
58075000	1.234017E-07
58118750	1.142151E-07
58162500	1.354035E-07
58206250	1.36391E-07
58250000	1.470477E-07
58293750	1.24517E-07
58337500	1.463397E-07
58381250	8.270668E-08
58425000	1.090379E-07
58468750	1.647587E-07
58512500	7.649211E-08
58556250	1.182266E-07
58600000	1.525296E-07
58643750	1.048211E-07
58687500	1.753154E-07
58731250	1.025158E-07
58775000	1.67168E-07
58818750	1.055519E-07
58862500	1.158897E-07
58906250	1.20554E-07
58950000	2.542732E-07
58993750	9.386331E-08
59037500	2.260997E-07
59081250	9.193347E-08
59125000	1.657196E-07
59168750	1.051858E-07
59212500	1.20611E-07
59256250	1.301964E-07
59300000	9.531064E-08
59343750	1.91355E-07
59387500	1.338887E-07
59431250	1.273571E-07
59475000	1.851568E-07
59518750	1.073627E-07
59562500	2.362724E-07
59606250	1.414939E-07
59650000	1.504774E-07
59693750	2.137942E-07
59737500	1.311961E-07
59781250	2.095467E-07
59825000	1.397613E-07
59868750	1.787012E-07
59912500	1.800578E-07
59956250	6.80595E-07
60000000	1.653752E-07

Mar. 26 2024
'15:32:27
HF loop TM8
801 Pts
 
 
inside mumetal shield
*
*
external supply
*
Hz	V /sqrt(Hz)
5000000	7.727808E-08
5037500	7.895975E-08
5075000	8.294123E-08
5112500	5.831517E-08
5150000	9.636733E-08
5187500	6.951738E-08
5225000	9.674076E-08
5262500	9.785116E-08
5300000	6.625508E-08
5337500	9.702477E-08
5375000	6.161195E-08
5412500	8.265869E-08
5450000	7.097537E-08
5487500	9.129811E-08
5525000	6.170335E-08
5562500	8.13141E-08
5600000	7.00636E-08
5637500	8.616831E-08
5675000	5.558677E-08
5712500	8.264168E-08
5750000	7.558931E-08
5787500	6.91579E-08
5825000	6.033259E-08
5862500	9.486906E-08
5900000	7.875677E-08
5937500	7.805341E-08
5975000	1.072901E-07
6012500	8.558627E-08
6050000	7.454E-08
6087500	1.439978E-07
6125000	5.349086E-08
6162500	1.027684E-07
6200000	3.556778E-07
6237500	6.48408E-08
6275000	8.412515E-08
6312500	8.981807E-08
6350000	7.357076E-08
6387500	7.5014E-08
6425000	9.36049E-08
6462500	7.065368E-08
6500000	7.094947E-08
6537500	6.433055E-08
6575000	6.533307E-08
6612500	7.537535E-08
6650000	4.857397E-08
6687500	5.485323E-08
6725000	8.346027E-08
6762500	9.37987E-08
6800000	7.406696E-08
6837500	8.565345E-08
6875000	6.996152E-08
6912500	8.376411E-08
6950000	5.937249E-08
6987500	6.48843E-08
7025000	7.627933E-08
7062500	4.814954E-08
7100000	6.413569E-08
7137500	6.665219E-08
7175000	7.823125E-08
7212500	1.116275E-07
7250000	6.240663E-08
7287500	7.71385E-08
7325000	7.291853E-08
7362500	8.508289E-08
7400000	8.793953E-08
7437500	9.669241E-08
7475000	8.91899E-08
7512500	7.26294E-08
7550000	8.28131E-08
7587500	9.541495E-08
7625000	1.043189E-07
7662500	8.593801E-08
7700000	6.765602E-08
7737500	6.649611E-08
7775000	1.327229E-07
7812500	1.013806E-07
7850000	9.562108E-08
7887500	1.020144E-07
7925000	1.215705E-07
7962500	1.32744E-07
8000000	1.491827E-07
8037500	1.77046E-07
8075000	1.105184E-07
8112500	1.876261E-07
8150000	1.920075E-07
8187500	2.610196E-07
8225000	2.252504E-07
8262500	2.77559E-07
8300000	2.94126E-07
8337500	2.961153E-07
8375000	3.996712E-07
8412500	1.073813E-06
8450000	6.746329E-07
8487500	6.046825E-07
8525000	8.855414E-07
8562500	5.063837E-07
8600000	5.188939E-07
8637500	6.936463E-07
8675000	8.708782E-07
8712500	7.571882E-07
8750000	5.134315E-07
8787500	3.362335E-07
8825000	4.788066E-07
8862500	5.763043E-07
8900000	5.141997E-07
8937500	3.378302E-07
8975000	4.348337E-07
9012500	5.313943E-07
9050000	2.936686E-07
9087500	3.97898E-07
9125000	3.086648E-07
9162500	1.478143E-07
9200000	1.516435E-07
9237500	2.733006E-07
9275000	1.825715E-07
9312500	1.907815E-07
9350000	1.911126E-07
9387500	1.895769E-07
9425000	2.022375E-07
9462500	1.39721E-07
9500000	1.392975E-07
9537500	1.47942E-07
9575000	1.501913E-07
9612500	1.212325E-07
9650000	1.619241E-07
9687500	1.89469E-07
9725000	1.923766E-07
9762500	1.381711E-07
9800000	2.155511E-07
9837500	1.598617E-07
9875000	1.489817E-07
9912500	1.851353E-07
9950000	1.832843E-07
9987500	2.02519E-07
10025000	1.356755E-07
10062500	2.67968E-07
10100000	2.638824E-07
10137500	1.768227E-07
10175000	1.720934E-07
10212500	1.133335E-07
10250000	1.659683E-07
10287500	2.147901E-07
10325000	1.723185E-07
10362500	1.090909E-07
10400000	2.377736E-07
10437500	1.775044E-07
10475000	2.835163E-07
10512500	1.647825E-07
10550000	1.313757E-07
10587500	1.65635E-07
10625000	1.846143E-07
10662500	2.113711E-07
10700000	1.542693E-07
10737500	2.787345E-07
10775000	2.298505E-07
10812500	2.988167E-07
10850000	2.702249E-07
10887500	2.053959E-07
10925000	2.616098E-07
10962500	2.076301E-07
11000000	7.031866E-07
11037500	2.577639E-07
11075000	3.143932E-07
11112500	1.464355E-07
11150000	1.382941E-07
11187500	1.259791E-07
11225000	1.143848E-07
11262500	1.613677E-07
11300000	1.16672E-07
11337500	1.260759E-07
11375000	1.131924E-07
11412500	1.212293E-07
11450000	1.30401E-07
11487500	9.765204E-08
11525000	1.149264E-07
11562500	9.757528E-08
11600000	1.184901E-07
11637500	1.141932E-07
11675000	1.247685E-07
11712500	1.020091E-07
11750000	1.157397E-07
11787500	1.385045E-07
11825000	1.196222E-07
11862500	1.386467E-07
11900000	1.016681E-07
11937500	1.649319E-07
11975000	2.502993E-07
12012500	4.228749E-07
12050000	3.099099E-07
12087500	2.560329E-07
12125000	1.20821E-07
12162500	1.848541E-07
12200000	2.162023E-07
12237500	3.156568E-07
12275000	2.038761E-07
12312500	1.413209E-07
12350000	3.551802E-07
12387500	1.43647E-07
12425000	6.469976E-07
12462500	1.19654E-07
12500000	2.534118E-07
12537500	1.583995E-07
12575000	1.716352E-07
12612500	5.461124E-07
12650000	1.390742E-07
12687500	2.057777E-07
12725000	1.537094E-07
12762500	3.241616E-07
12800000	5.856105E-07
12837500	1.502274E-07
12875000	1.337898E-07
12912500	3.134225E-07
12950000	1.497796E-07
12987500	4.996963E-07
13025000	1.748852E-07
13062500	1.474372E-07
13100000	3.556089E-07
13137500	1.675673E-07
13175000	4.325298E-07
13212500	1.265383E-07
13250000	1.68333E-07
13287500	2.543546E-07
13325000	1.307608E-07
13362500	3.627397E-07
13400000	1.695329E-07
13437500	4.70694E-07
13475000	2.247862E-07
13512500	2.653075E-07
13550000	3.453638E-07
13587500	1.454873E-07
13625000	3.135883E-07
13662500	1.512712E-07
13700000	4.6345E-07
13737500	2.639664E-07
13775000	2.32733E-07
13812500	1.785138E-07
13850000	3.341355E-07
13887500	1.797688E-07
13925000	1.904215E-07
13962500	1.552416E-07
14000000	1.936359E-07
14037500	4.925989E-07
14075000	1.415928E-07
14112500	2.951635E-07
14150000	1.410099E-07
14187500	3.481124E-07
14225000	1.74289E-07
14262500	1.86847E-07
14300000	2.176863E-07
14337500	2.12818E-07
14375000	3.607319E-07
14412500	1.995133E-07
14450000	2.185189E-07
14487500	2.228794E-07
14525000	2.609168E-07
14562500	2.455885E-07
14600000	2.164814E-07
14637500	2.540827E-07
14675000	1.597868E-07
14712500	3.745402E-07
14750000	2.44715E-07
14787500	2.157199E-07
14825000	2.026564E-07
14862500	2.508858E-07
14900000	2.149288E-07
14937500	2.905446E-07
14975000	1.824365E-07
15012500	2.23484E-07
15050000	1.603658E-07
15087500	1.978679E-07
15125000	2.799312E-07
15162500	2.433536E-07
15200000	3.659441E-07
15237500	2.107923E-07
15275000	2.516566E-07
15312500	2.675349E-07
15350000	1.764079E-07
15387500	2.254139E-07
15425000	2.903955E-07
15462500	2.228168E-07
15500000	3.070425E-07
15537500	2.340087E-07
15575000	2.128535E-07
15612500	2.392727E-07
15650000	2.018034E-07
15687500	3.0181E-07
15725000	1.445598E-07
15762500	1.581963E-07
15800000	1.992097E-07
15837500	1.841925E-07
15875000	4.108032E-07
15912500	1.408711E-07
15950000	3.605907E-07
15987500	3.481945E-07
16025000	2.427734E-07
16062500	3.894368E-07
16100000	2.517481E-07
16137500	2.84514E-07
16175000	1.762865E-07
16212500	3.50074E-07
16250000	3.062346E-07
16287500	2.453118E-07
16325000	2.606387E-07
16362500	2.573337E-07
