f,noise
6.96125e+06,-78.9548
7.02362e+06,-80.5252
7.086e+06,-79.3213
7.14838e+06,-82.3948
7.21075e+06,-81.9454
7.27312e+06,-82.7157
7.3355e+06,-83.6727
7.39788e+06,-82.7912
7.46025e+06,-84.4665
7.52262e+06,-85.6174
7.585e+06,-84.016
7.64738e+06,-86.1238
7.70975e+06,-85.2384
7.77212e+06,-83.1003
7.8345e+06,-87.6253
7.89688e+06,-86.198
7.95925e+06,-86.3495
8.02162e+06,-86.3493
8.084e+06,-83.6424
8.14638e+06,-83.5586
8.20875e+06,-83.8404
8.27112e+06,-85.4756
8.3335e+06,-83.6979
8.39588e+06,-86.7395
8.45825e+06,-86.7393
8.52062e+06,-86.2338
8.583e+06,-86.0468
8.64538e+06,-85.9364
8.70775e+06,-84.4014
8.77012e+06,-84.2797
8.8325e+06,-83.0446
8.89488e+06,-84.6176
8.95725e+06,-85.6483
9.01962e+06,-84.7755
9.082e+06,-83.6114
9.14438e+06,-84.5544
9.20675e+06,-84.5854
9.26912e+06,-86.4224
9.3315e+06,-82.2439
9.39388e+06,-84.0399
9.45625e+06,-84.2175
9.51862e+06,-81.3377
9.581e+06,-83.5265
9.64338e+06,-85.0658
9.70575e+06,-85.506
9.76812e+06,-84.1272
9.8305e+06,-83.7216
9.89288e+06,-83.0676
9.95525e+06,-85.0649
1.00176e+07,-84.2453
1.008e+07,-85.5734
1.01424e+07,-84.6435
1.02048e+07,-83.6618
1.02671e+07,-83.7174
1.03295e+07,-84.0925
1.03919e+07,-84.5778
1.04542e+07,-85.963
1.05166e+07,-84.1793
1.0579e+07,-83.2455
1.06414e+07,-84.6375
1.07038e+07,-83.8261
1.07661e+07,-85.0221
1.08285e+07,-83.8246
1.08909e+07,-83.7099
1.09532e+07,-85.1525
1.10156e+07,-84.3239
1.1078e+07,-82.9755
1.11404e+07,-83.7069
1.12028e+07,-84.1413
1.12651e+07,-82.6667
1.13275e+07,-82.2016
1.13899e+07,-84.0208
1.14522e+07,-82.6143
1.15146e+07,-82.539
1.1577e+07,-82.9435
1.16394e+07,-83.8723
1.17018e+07,-82.994
1.17641e+07,-81.3577
1.18265e+07,-81.2282
1.18889e+07,-84.3438
1.19512e+07,-83.2022
1.20136e+07,-82.1941
1.2076e+07,-84.2306
1.21384e+07,-82.7777
1.22008e+07,-82.9079
1.22631e+07,-82.5459
1.23255e+07,-84.931
1.23879e+07,-83.4781
1.24502e+07,-83.7057
1.25126e+07,-82.774
1.2575e+07,-80.8067
1.26374e+07,-83.675
1.26998e+07,-85.2666
1.27621e+07,-84.2237
1.28245e+07,-80.4492
1.28869e+07,-84.6632
1.29492e+07,-81.3808
1.30116e+07,-84.7431
1.3074e+07,-85.1597
1.31364e+07,-83.8593
1.31988e+07,-83.7854
1.32611e+07,-82.7407
1.33235e+07,-83.043
1.33859e+07,-83.1639
1.34482e+07,-85.4693
1.35106e+07,-83.7241
1.3573e+07,-82.2959
1.36354e+07,-84.4642
1.36978e+07,-81.6889
1.37601e+07,-83.6782
1.38225e+07,-80.6404
1.38849e+07,-82.3051
1.39472e+07,-81.5837
1.40096e+07,-83.0496
1.4072e+07,-83.6176
1.41344e+07,-83.0752
1.41968e+07,-83.1151
1.42591e+07,-83.7167
1.43215e+07,-82.7691
1.43839e+07,-81.9619
1.44462e+07,-81.8553
1.45086e+07,-80.1779
1.4571e+07,-82.924
1.46334e+07,-81.7256
1.46958e+07,-82.87
1.47581e+07,-84.3744
1.48205e+07,-80.7534
1.48829e+07,-83.149
1.49452e+07,-81.8738
1.50076e+07,-83.382
1.507e+07,-82.2934
1.51324e+07,-85.1735
1.51948e+07,-83.2278
1.52571e+07,-81.9651
1.53195e+07,-81.0209
1.53819e+07,-83.2123
1.54442e+07,-81.1052
1.55066e+07,-82.2277
1.5569e+07,-80.9231
1.56314e+07,-80.6224
1.56938e+07,-81.2327
1.57561e+07,-82.0556
1.58185e+07,-82.031
1.58809e+07,-82.372
1.59432e+07,-80.7216
1.60056e+07,-82.5977
1.6068e+07,-80.3774
1.61304e+07,-78.8893
1.61928e+07,-80.4856
1.62551e+07,-81.5608
1.63175e+07,-81.1181
1.63799e+07,-78.7626
1.64422e+07,-81.7423
1.65046e+07,-81.4345
1.6567e+07,-79.8075
1.66294e+07,-81.5571
1.66918e+07,-81.8096
1.67541e+07,-79.7226
1.68165e+07,-81.6464
1.68789e+07,-81.1557
1.69412e+07,-79.6113
1.70036e+07,-82.225
1.7066e+07,-81.0462
1.71284e+07,-81.4283
1.71908e+07,-81.4053
1.72531e+07,-79.7452
1.73155e+07,-81.4488
1.73779e+07,-80.4339
1.74402e+07,-80.5033
1.75026e+07,-80.3631
1.7565e+07,-78.46
1.76274e+07,-79.7692
1.76898e+07,-81.4004
1.77521e+07,-78.8482
1.78145e+07,-79.3965
1.78769e+07,-79.6474
1.79392e+07,-79.4753
1.80016e+07,-78.8707
1.8064e+07,-77.7092
1.81264e+07,-79.6632
1.81888e+07,-78.0729
1.82511e+07,-79.6255
1.83135e+07,-78.2096
1.83759e+07,-78.2555
1.84382e+07,-78.1085
1.85006e+07,-76.4192
1.8563e+07,-77.2704
1.86254e+07,-77.8359
1.86878e+07,-74.6123
1.87501e+07,-78.7968
1.88125e+07,-77.6945
1.88749e+07,-71.3093
1.89372e+07,-76.6379
1.89996e+07,-78.4537
1.9062e+07,-77.9734
1.91244e+07,-72.4757
1.91868e+07,-75.4998
1.92491e+07,-75.787
1.93115e+07,-75.3581
1.93739e+07,-78.7083
1.94362e+07,-76.2233
1.94986e+07,-76.9143
1.9561e+07,-78.6006
1.96234e+07,-78.6
1.96858e+07,-78.2192
1.97481e+07,-77.0665
1.98105e+07,-75.0952
1.98729e+07,-77.3832
1.99352e+07,-77.3334
1.99976e+07,-76.6402
2.006e+07,-77.3189
2.01224e+07,-79.2693
2.01848e+07,-79.5176
2.02471e+07,-79.4726
2.03095e+07,-80.5381
2.03719e+07,-78.1616
2.04342e+07,-78.5633
2.04966e+07,-77.3742
2.0559e+07,-80.7322
2.06214e+07,-77.9556
2.06838e+07,-79.6253
2.07461e+07,-79.68
2.08085e+07,-77.7766
2.08709e+07,-77.6521
2.09332e+07,-80.258
2.09956e+07,-79.652
2.1058e+07,-79.0856
2.11204e+07,-81.3421
2.11828e+07,-77.7906
2.12451e+07,-79.9114
2.13075e+07,-78.8236
2.13699e+07,-79.1884
2.14322e+07,-80.0727
2.14946e+07,-79.6693
2.1557e+07,-78.5209
2.16194e+07,-79.6691
2.16818e+07,-77.4424
2.17441e+07,-76.8795
2.18065e+07,-78.7481
2.18689e+07,-79.9385
2.19312e+07,-78.2904
2.19936e+07,-78.682
2.2056e+07,-79.3093
2.21184e+07,-76.9925
2.21808e+07,-78.3369
2.22431e+07,-79.0833
2.23055e+07,-78.2506
2.23679e+07,-76.3999
2.24302e+07,-76.5265
2.24926e+07,-76.0968
2.2555e+07,-78.913
2.26174e+07,-76.8116
2.26798e+07,-74.3028
2.27421e+07,-75.3852
2.28045e+07,-74.7694
2.28669e+07,-77.2646
2.29292e+07,-73.8405
2.29916e+07,-74.4869
2.3054e+07,-74.3665
2.31164e+07,-73.4016
2.31788e+07,-71.1983
2.32411e+07,-72.3813
2.33035e+07,-73.4728
2.33659e+07,-70.1722
2.34282e+07,-68.4654
2.34906e+07,-68.037
2.3553e+07,-69.8315
2.36154e+07,-68.8415
2.36778e+07,-65.7574
2.37401e+07,-65.7813
2.38025e+07,-68.1427
2.38649e+07,-69.2677
2.39272e+07,-66.6125
2.39896e+07,-50.4547
2.4052e+07,-66.9384
2.41144e+07,-67.9592
2.41768e+07,-64.2364
2.42391e+07,-68.6243
2.43015e+07,-70.003
2.43639e+07,-68.5805
2.44262e+07,-66.9355
2.44886e+07,-67.4903
2.4551e+07,-67.6657
2.46134e+07,-68.0371
2.46758e+07,-66.4434
2.47381e+07,-66.0293
2.48005e+07,-67.022
2.48629e+07,-69.1148
2.49252e+07,-68.4222
2.49876e+07,-68.5053
2.505e+07,-69.9388
2.51124e+07,-66.9135
2.51748e+07,-69.1534
2.52371e+07,-68.3918
2.52995e+07,-69.8398
2.53619e+07,-68.7068
2.54242e+07,-71.7203
2.54866e+07,-69.9876
2.5549e+07,-72.0444
2.56114e+07,-71.7522
2.56738e+07,-73.9694
2.57361e+07,-71.1553
2.57985e+07,-72.1824
2.58609e+07,-70.9137
2.59232e+07,-74.3285
2.59856e+07,-74.4745
2.6048e+07,-73.5612
2.61104e+07,-73.5038
2.61728e+07,-73.5389
2.62351e+07,-74.2941
2.62975e+07,-73.945
2.63599e+07,-75.5832
2.64222e+07,-75.4336
2.64846e+07,-75.2597
2.6547e+07,-74.4685
2.66094e+07,-74.7986
2.66718e+07,-76.0293
2.67341e+07,-76.8482
2.67965e+07,-76.7135
2.68589e+07,-78.1482
2.69212e+07,-76.8932
2.69836e+07,-78.014
2.7046e+07,-78.6974
2.71084e+07,-74.2253
2.71708e+07,-73.63
2.72331e+07,-75.7449
2.72955e+07,-73.5676
2.73579e+07,-77.2298
2.74202e+07,-77.023
2.74826e+07,-77.7654
2.7545e+07,-78.3211
2.76074e+07,-76.1577
2.76698e+07,-76.4734
2.77321e+07,-77.1686
2.77945e+07,-75.9626
2.78569e+07,-78.4128
2.79192e+07,-77.5379
2.79816e+07,-76.5661
2.8044e+07,-76.4975
2.81064e+07,-77.858
2.81688e+07,-80.8416
2.82311e+07,-80.3059
2.82935e+07,-74.7191
2.83559e+07,-77.4051
2.84182e+07,-80.1059
2.84806e+07,-78.8396
2.8543e+07,-79.3498
2.86054e+07,-78.8719
2.86678e+07,-79.8096
2.87301e+07,-79.4535
2.87925e+07,-78.6144
2.88549e+07,-78.7259
2.89172e+07,-77.8928
2.89796e+07,-78.9861
2.9042e+07,-78.4259
2.91044e+07,-79.4527
2.91668e+07,-79.7905
2.92291e+07,-79.9459
2.92915e+07,-79.0852
2.93539e+07,-78.4098
2.94162e+07,-79.6908
2.94786e+07,-79.152
2.9541e+07,-78.9685
2.96034e+07,-78.8455
2.96658e+07,-80.5667
2.97281e+07,-79.5744
2.97905e+07,-77.8402
2.98529e+07,-73.8597
2.99152e+07,-81.9615
2.99776e+07,-81.4417
3.004e+07,-79.7706
3.01024e+07,-78.8934
3.01648e+07,-81.754
3.02271e+07,-81.343
3.02895e+07,-81.2781
3.03519e+07,-79.0664
3.04142e+07,-78.6112
3.04766e+07,-81.2777
3.0539e+07,-81.0022
3.06014e+07,-80.5154
3.06638e+07,-79.2258
3.07261e+07,-81.1067
3.07885e+07,-78.1179
3.08509e+07,-79.3366
3.09132e+07,-79.4928
3.09756e+07,-80.574
3.1038e+07,-78.0652
3.11004e+07,-80.5243
3.11628e+07,-80.329
3.12251e+07,-78.05
3.12875e+07,-77.7651
3.13499e+07,-77.9758
3.14122e+07,-78.7047
3.14746e+07,-80.7031
3.1537e+07,-80.2322
3.15994e+07,-80.2035
3.16618e+07,-80.7532
3.17241e+07,-79.5352
3.17865e+07,-78.8901
3.18489e+07,-80.7935
3.19112e+07,-74.7423
3.19736e+07,-80.4244
3.2036e+07,-82.7237
3.20984e+07,-80.1551
3.21608e+07,-78.5682
3.22231e+07,-80.0048
3.22855e+07,-79.5517
3.23479e+07,-80.0045
3.24102e+07,-80.145
3.24726e+07,-78.4114
3.2535e+07,-81.156
3.25974e+07,-78.6784
3.26598e+07,-80.6505
3.27221e+07,-79.8654
3.27845e+07,-81.7487
3.28469e+07,-80.097
3.29092e+07,-82.014
3.29716e+07,-79.5946
3.3034e+07,-80.966
3.30964e+07,-80.2006
3.31588e+07,-82.1672
3.32211e+07,-80.8009
3.32835e+07,-81.2721
3.33459e+07,-78.8706
3.34082e+07,-80.2095
3.34706e+07,-81.0696
3.3533e+07,-80.7191
3.35954e+07,-82.1902
3.36578e+07,-78.7484
3.37201e+07,-80.4014
3.37825e+07,-79.135
3.38449e+07,-81.7466
3.39072e+07,-81.1959
3.39696e+07,-78.8776
3.4032e+07,-79.4779
3.40944e+07,-79.8079
3.41568e+07,-80.4494
3.42191e+07,-81.281
3.42815e+07,-81.4221
3.43439e+07,-79.3728
3.44062e+07,-79.663
3.44686e+07,-78.8684
3.4531e+07,-78.3609
3.45934e+07,-76.9758
3.46558e+07,-79.6268
3.47181e+07,-81.0461
3.47805e+07,-77.2964
3.48429e+07,-78.276
3.49052e+07,-80.4381
3.49676e+07,-80.2254
3.503e+07,-76.9357
3.50924e+07,-81.6888
3.51548e+07,-80.5899
3.52171e+07,-79.7434
3.52795e+07,-80.3379
3.53419e+07,-80.3378
3.54042e+07,-81.0403
3.54666e+07,-80.3673
3.5529e+07,-79.353
3.55914e+07,-76.8919
3.56538e+07,-81.6529
3.57161e+07,-78.6957
3.57785e+07,-77.8059
3.58409e+07,-79.6499
3.59032e+07,-77.0734
3.59656e+07,-80.6088
3.6028e+07,-79.3787
3.60904e+07,-79.9196
3.61528e+07,-79.6218
3.62151e+07,-79.8816
3.62775e+07,-83.1755
3.63399e+07,-80.4557
3.64022e+07,-80.5365
3.64646e+07,-79.0893
3.6527e+07,-80.178
3.65894e+07,-82.2487
3.66518e+07,-81.1789
3.67141e+07,-81.5361
3.67765e+07,-81.7787
3.68389e+07,-78.776
3.69012e+07,-78.9858
3.69636e+07,-78.9687
3.7026e+07,-81.411
3.70884e+07,-79.675
3.71508e+07,-80.4039
3.72131e+07,-81.2879
3.72755e+07,-82.6267
3.73379e+07,-79.174
3.74002e+07,-81.3542
3.74626e+07,-82.4472
3.7525e+07,-82.1607
3.75874e+07,-82.9152
3.76498e+07,-83.0497
3.77121e+07,-80.7812
3.77745e+07,-82.0506
3.78369e+07,-79.9066
3.78992e+07,-81.5566
3.79616e+07,-82.8479
3.8024e+07,-80.9922
3.80864e+07,-82.2705
3.81488e+07,-83.4657
3.82111e+07,-81.1539
3.82735e+07,-80.9277
3.83359e+07,-84.131
3.83982e+07,-83.1027
3.84606e+07,-83.799
3.8523e+07,-81.1752
3.85854e+07,-83.6811
3.86478e+07,-83.8729
3.87101e+07,-83.7837
3.87725e+07,-82.1337
3.88349e+07,-82.4066
3.88972e+07,-85.0878
3.89596e+07,-82.4063
3.9022e+07,-83.2808
3.90844e+07,-84.1295
3.91468e+07,-83.857
3.92091e+07,-84.1446
3.92715e+07,-85.3132
3.93339e+07,-85.7836
3.93962e+07,-83.9163
3.94586e+07,-84.1134
3.9521e+07,-81.8085
3.95834e+07,-82.5705
3.96458e+07,-82.8313
3.97081e+07,-82.8179
3.97705e+07,-83.3493
3.98329e+07,-88.5906
3.98952e+07,-84.7822
3.99576e+07,-84.0971
4.002e+07,-84.8988
4.00824e+07,-83.6928
4.01448e+07,-85.1197
4.02071e+07,-83.99
4.02695e+07,-84.6173
4.03319e+07,-85.7631
4.03942e+07,-85.102
4.04566e+07,-84.1885
4.0519e+07,-82.1915
4.05814e+07,-84.0805
4.06438e+07,-83.222
4.07061e+07,-83.9287
4.07685e+07,-84.2344
4.08309e+07,-83.057
4.08932e+07,-82.5679
4.09556e+07,-84.2652
4.1018e+07,-83.1111
4.10804e+07,-83.4884
4.11428e+07,-84.11
4.12051e+07,-83.8827
4.12675e+07,-85.4155
4.13299e+07,-83.8675
4.13922e+07,-83.7636
4.14546e+07,-83.9875
4.1517e+07,-82.8011
4.15794e+07,-84.6147
4.16418e+07,-85.1513
4.17041e+07,-84.8285
4.17665e+07,-86.237
4.18289e+07,-83.8516
4.18912e+07,-81.7451
4.19536e+07,-86.6998
4.2016e+07,-84.093
4.20784e+07,-84.3573
4.21408e+07,-86.3946
4.22031e+07,-85.0812
4.22655e+07,-86.0422
4.23279e+07,-83.4717
4.23902e+07,-86.1189
4.24526e+07,-85.6849
4.2515e+07,-84.9782
4.25774e+07,-85.6296
4.26398e+07,-83.717
4.27021e+07,-82.4115
4.27645e+07,-86.514
4.28269e+07,-82.7066
4.28892e+07,-83.7753
4.29516e+07,-84.1372
4.3014e+07,-81.8962
4.30764e+07,-83.2172
4.31388e+07,-85.5195
4.32011e+07,-84.7261
4.32635e+07,-85.7572
4.33259e+07,-85.1826
4.33882e+07,-84.6273
4.34506e+07,-85.2697
4.3513e+07,-83.3841
4.35754e+07,-84.8582
4.36378e+07,-84.3541
4.37001e+07,-85.4107
4.37625e+07,-84.925
4.38249e+07,-82.3213
4.38872e+07,-83.6998
4.39496e+07,-84.4808
4.4012e+07,-84.5774
4.40744e+07,-84.3217
4.41368e+07,-84.992
4.41991e+07,-83.2984
4.42615e+07,-86.4104
4.43239e+07,-86.7782
4.43862e+07,-82.9822
4.44486e+07,-87.4506
4.4511e+07,-83.8911
4.45734e+07,-85.1282
4.46358e+07,-86.4497
4.46981e+07,-85.1625
4.47605e+07,-87.2934
4.48229e+07,-86.2309
4.48852e+07,-85.7912
4.49476e+07,-86.2307
4.501e+07,-84.9563
4.50724e+07,-84.1176
4.51348e+07,-84.2102
4.51971e+07,-85.1442
4.52595e+07,-86.152
4.53219e+07,-84.6725
4.53842e+07,-83.653
4.54466e+07,-85.4609
4.5509e+07,-84.382
4.55714e+07,-84.1938
4.56338e+07,-86.9655
4.56961e+07,-85.4963
4.57585e+07,-84.1008
4.58209e+07,-83.9637
4.58832e+07,-85.3707
4.59456e+07,-84.8034
4.6008e+07,-85.7703
4.60704e+07,-86.9433
4.61328e+07,-86.7955
4.61951e+07,-85.7328
4.62575e+07,-85.0732
4.63199e+07,-85.2115
4.63822e+07,-84.8025
4.64446e+07,-82.192
4.6507e+07,-83.5349
4.65694e+07,-85.8252
4.66318e+07,-85.9952
4.66941e+07,-87.7211
4.67565e+07,-86.4656
4.68189e+07,-83.477
4.68812e+07,-87.2892
4.69436e+07,-86.7521
4.7006e+07,-86.9842
4.70684e+07,-85.9183
4.71308e+07,-85.2975
4.71931e+07,-84.7511
4.72555e+07,-83.4334
4.73179e+07,-88.1495
4.73802e+07,-84.5869
4.74426e+07,-85.8987
4.7505e+07,-87.0261
4.75674e+07,-83.6778
4.76298e+07,-88.7832
4.76921e+07,-86.8343
4.77545e+07,-86.8553
4.78169e+07,-86.2054
4.78792e+07,-85.492
4.79416e+07,-87.0037
4.8004e+07,-81.0692
4.80664e+07,-87.0465
4.81288e+07,-85.729
4.81911e+07,-86.2047
4.82535e+07,-84.3766
4.83159e+07,-85.9158
4.83782e+07,-87.0458
4.84406e+07,-85.7655
4.8503e+07,-83.1925
4.85654e+07,-84.4236
4.86278e+07,-87.3748
4.86901e+07,-88.3447
4.87525e+07,-88.9672
4.88149e+07,-85.5444
4.88772e+07,-86.3612
4.89396e+07,-86.6858
4.9002e+07,-85.9334
4.90644e+07,-85.9523
4.91268e+07,-84.7804
4.91891e+07,-85.0502
4.92515e+07,-87.3289
4.93139e+07,-87.2181
4.93762e+07,-85.8759
4.94386e+07,-87.5542
4.9501e+07,-85.8757
4.95634e+07,-85.0494
4.96258e+07,-85.7817
4.96881e+07,-87.1299
4.97505e+07,-85.5425
4.98129e+07,-84.7459
4.98752e+07,-84.3575
4.99376e+07,-86.767
5e+07,-85.4518
