f, gain
2.61104e+07,-32.3013
2.61728e+07,-32.3272
2.62351e+07,-32.2823
2.62975e+07,-32.383
2.63599e+07,-32.3627
2.64222e+07,-32.486
2.64846e+07,-32.3924
2.6547e+07,-32.3021
2.66094e+07,-32.3233
2.66718e+07,-32.5027
2.67341e+07,-32.5014
2.67965e+07,-32.499
2.68589e+07,-32.4796
2.69212e+07,-32.3492
2.69836e+07,-32.4663
2.7046e+07,-32.3491
2.71084e+07,-32.5837
2.71708e+07,-32.3811
2.72331e+07,-32.6166
2.72955e+07,-32.6965
2.73579e+07,-32.5506
2.74202e+07,-32.7859
2.74826e+07,-32.6803
2.7545e+07,-32.7733
2.76074e+07,-32.6457
2.76698e+07,-32.7371
2.77321e+07,-32.7122
2.77945e+07,-32.6973
2.78569e+07,-32.7146
2.79192e+07,-32.7942
2.79816e+07,-32.9023
2.8044e+07,-32.6934
2.81064e+07,-32.7616
2.81688e+07,-32.8542
2.82311e+07,-32.8303
2.82935e+07,-32.7664
2.83559e+07,-32.9885
2.84182e+07,-33.0077
2.84806e+07,-33.005
2.8543e+07,-33.0294
2.86054e+07,-32.9386
2.86678e+07,-32.95
2.87301e+07,-32.8941
2.87925e+07,-33.024
2.88549e+07,-33.0124
2.89172e+07,-32.9829
2.89796e+07,-33.0909
2.9042e+07,-33.0097
2.91044e+07,-33.0521
2.91668e+07,-33.0417
2.92291e+07,-33.0765
2.92915e+07,-33.1178
2.93539e+07,-33.2051
2.94162e+07,-33.234
2.94786e+07,-33.2313
2.9541e+07,-33.1319
2.96034e+07,-33.1892
2.96658e+07,-33.4279
2.97281e+07,-33.1656
2.97905e+07,-33.2534
2.98529e+07,-33.3209
2.99152e+07,-33.3594
2.99776e+07,-33.3314
3.004e+07,-33.366
3.01024e+07,-33.3486
3.01648e+07,-33.4923
3.02271e+07,-33.4747
3.02895e+07,-33.3311
3.03519e+07,-33.422
3.04142e+07,-33.4085
3.04766e+07,-33.465
3.0539e+07,-33.5083
3.06014e+07,-33.4339
3.06638e+07,-33.612
3.07261e+07,-33.4919
3.07885e+07,-33.5625
3.08509e+07,-33.6407
3.09132e+07,-33.66
3.09756e+07,-33.6641
3.1038e+07,-33.6461
3.11004e+07,-33.732
3.11628e+07,-33.4793
3.12251e+07,-33.6597
3.12875e+07,-33.7221
3.13499e+07,-33.7178
3.14122e+07,-33.775
3.14746e+07,-33.7707
3.1537e+07,-33.7609
3.15994e+07,-33.7902
3.16618e+07,-33.7329
3.17241e+07,-33.8521
3.17865e+07,-33.7412
3.18489e+07,-33.7453
3.19112e+07,-33.8873
3.19736e+07,-33.7913
3.2036e+07,-33.9441
3.20984e+07,-33.9784
3.21608e+07,-34.0807
3.22231e+07,-33.9854
3.22855e+07,-34.0907
3.23479e+07,-34.1475
3.24102e+07,-34.0501
3.24726e+07,-34.0385
3.2535e+07,-34.14
3.25974e+07,-34.265
3.26598e+07,-34.0513
3.27221e+07,-34.1049
3.27845e+07,-34.1501
3.28469e+07,-34.1412
3.29092e+07,-34.2425
3.29716e+07,-34.2218
3.3034e+07,-34.163
3.30964e+07,-34.2129
3.31588e+07,-34.204
3.32211e+07,-34.2882
3.32835e+07,-34.2956
3.33459e+07,-34.303
3.34082e+07,-34.3357
3.34706e+07,-34.22
3.3533e+07,-34.4076
3.35954e+07,-34.239
3.36578e+07,-34.397
3.37201e+07,-34.3894
3.37825e+07,-34.2848
3.38449e+07,-34.3833
3.39072e+07,-34.5317
3.39696e+07,-34.4571
3.4032e+07,-34.3846
3.40944e+07,-34.5392
3.41568e+07,-34.5774
3.42191e+07,-34.407
3.42815e+07,-34.407
3.43439e+07,-34.5481
3.44062e+07,-34.484
3.44686e+07,-34.5007
3.4531e+07,-34.3333
3.45934e+07,-34.6109
3.46558e+07,-34.679
3.47181e+07,-34.7444
3.47805e+07,-34.6108
3.48429e+07,-34.6308
3.49052e+07,-34.9438
3.49676e+07,-34.6865
3.503e+07,-34.9006
3.50924e+07,-34.7049
3.51548e+07,-34.9729
3.52171e+07,-34.8062
3.52795e+07,-34.7883
3.53419e+07,-34.953
3.54042e+07,-34.8336
3.54666e+07,-34.9282
3.5529e+07,-34.671
3.55914e+07,-35.0504
3.56538e+07,-35.0288
3.57161e+07,-34.8903
3.57785e+07,-35.0937
3.58409e+07,-35.0519
3.59032e+07,-35.0619
3.59656e+07,-35.1053
3.6028e+07,-35.1086
3.60904e+07,-35.1135
3.61528e+07,-35.2147
3.62151e+07,-35.3532
3.62775e+07,-35.3325
3.63399e+07,-35.1672
3.64022e+07,-35.2451
3.64646e+07,-35.2689
3.6527e+07,-35.365
3.65894e+07,-35.303
3.66518e+07,-35.1957
3.67141e+07,-35.2483
3.67765e+07,-35.3424
3.68389e+07,-35.1972
3.69012e+07,-35.3855
3.69636e+07,-35.3923
3.7026e+07,-35.5408
3.70884e+07,-35.5796
3.71508e+07,-35.3818
3.72131e+07,-35.4862
3.72755e+07,-35.5282
3.73379e+07,-35.537
3.74002e+07,-35.7095
3.74626e+07,-35.6468
3.7525e+07,-35.7022
3.75874e+07,-35.9645
3.76498e+07,-35.8287
3.77121e+07,-35.9681
3.77745e+07,-35.8504
3.78369e+07,-35.7235
3.78992e+07,-35.7288
3.79616e+07,-35.7721
3.8024e+07,-36.0161
3.80864e+07,-36.0105
3.81488e+07,-35.7521
3.82111e+07,-35.861
3.82735e+07,-36.1908
3.83359e+07,-35.9473
3.83982e+07,-36.0419
3.84606e+07,-36.1075
3.8523e+07,-36.083
3.85854e+07,-36.0436
3.86478e+07,-36.2323
3.87101e+07,-36.111
3.87725e+07,-36.1487
3.88349e+07,-36.2973
3.88972e+07,-35.8295
3.89596e+07,-35.8021
3.9022e+07,-36.328
3.90844e+07,-36.2722
3.91468e+07,-36.3762
3.92091e+07,-36.3976
3.92715e+07,-36.4092
3.93339e+07,-36.3975
3.93962e+07,-36.4423
3.94586e+07,-36.3857
3.9521e+07,-36.5345
3.95834e+07,-36.588
3.96458e+07,-36.5602
3.97081e+07,-36.6578
3.97705e+07,-36.4949
3.98329e+07,-36.6117
3.98952e+07,-36.7787
3.99576e+07,-36.7098
4.002e+07,-36.738
4.00824e+07,-36.6474
4.01448e+07,-36.7278
4.02071e+07,-36.7784
4.02695e+07,-36.7703
4.03319e+07,-36.7439
4.03942e+07,-36.76
4.04566e+07,-37.0675
4.0519e+07,-36.8866
4.05814e+07,-37.1434
4.06438e+07,-36.9401
4.07061e+07,-36.992
4.07685e+07,-37.1305
4.08309e+07,-36.8904
4.08932e+07,-37.3621
4.09556e+07,-37.2906
4.1018e+07,-37.1409
4.10804e+07,-37.1515
4.11428e+07,-37.364
4.12051e+07,-37.3727
4.12675e+07,-37.4032
4.13299e+07,-37.513
4.13922e+07,-37.4446
4.14546e+07,-37.2794
4.1517e+07,-37.8603
4.15794e+07,-37.6398
4.16418e+07,-37.6173
4.17041e+07,-37.4884
4.17665e+07,-37.8073
4.18289e+07,-37.8394
4.18912e+07,-37.6463
4.19536e+07,-37.9061
4.2016e+07,-37.9455
4.20784e+07,-37.5501
4.21408e+07,-37.8368
4.22031e+07,-38.0577
4.22655e+07,-37.95
4.23279e+07,-38.0859
4.23902e+07,-38.1928
4.24526e+07,-38.3351
4.2515e+07,-37.9871
4.25774e+07,-38.1569
4.26398e+07,-38.3374
4.27021e+07,-38.5565
4.27645e+07,-38.6417
4.28269e+07,-38.7074
4.28892e+07,-38.7762
4.29516e+07,-38.6315
4.3014e+07,-38.9127
4.30764e+07,-39.1258
4.31388e+07,-39.0885
4.32011e+07,-38.9752
4.32635e+07,-39.0355
4.33259e+07,-39.0831
4.33882e+07,-39.0857
4.34506e+07,-39.6696
4.3513e+07,-39.3221
4.35754e+07,-39.3877
4.36378e+07,-39.7149
4.37001e+07,-39.5399
4.37625e+07,-39.3683
4.38249e+07,-40.0105
4.38872e+07,-40.0489
4.39496e+07,-39.9868
4.4012e+07,-40.2769
4.40744e+07,-40.2768
4.41368e+07,-40.0014
4.41991e+07,-40.39
4.42615e+07,-40.3715
4.43239e+07,-40.4828
4.43862e+07,-40.583
4.44486e+07,-40.6494
4.4511e+07,-40.9958
4.45734e+07,-40.8646
4.46358e+07,-41.2132
4.46981e+07,-41.3876
4.47605e+07,-41.4431
4.48229e+07,-41.2232
4.48852e+07,-41.2776
4.49476e+07,-41.7907
4.501e+07,-41.6221
4.50724e+07,-41.5232
4.51348e+07,-42.0851
4.51971e+07,-41.8596
4.52595e+07,-41.9402
4.53219e+07,-42.6979
4.53842e+07,-42.1942
4.54466e+07,-42.3743
4.5509e+07,-42.0661
4.55714e+07,-42.6336
4.56338e+07,-42.5858
4.56961e+07,-42.5265
4.57585e+07,-42.6855
4.58209e+07,-42.9669
4.58832e+07,-42.8352
4.59456e+07,-43.3136
4.6008e+07,-42.876
4.60704e+07,-43.3654
4.61328e+07,-43.113
4.61951e+07,-43.2575
4.62575e+07,-43.1721
4.63199e+07,-43.6341
4.63822e+07,-43.7695
4.64446e+07,-43.774
4.6507e+07,-43.9346
4.65694e+07,-43.8561
4.66318e+07,-43.4522
4.66941e+07,-44.2844
4.67565e+07,-43.9809
4.68189e+07,-44.4401
4.68812e+07,-44.0275
4.69436e+07,-43.9297
4.7006e+07,-44.0885
4.70684e+07,-44.2456
4.71308e+07,-44.0273
4.71931e+07,-44.8317
4.72555e+07,-44.6285
4.73179e+07,-44.5535
4.73802e+07,-44.4102
4.74426e+07,-44.2453
4.7505e+07,-44.183
4.75674e+07,-44.2116
4.76298e+07,-44.7801
4.76921e+07,-44.9608
4.77545e+07,-44.7749
4.78169e+07,-44.857
4.78792e+07,-44.4245
4.79416e+07,-44.8517
4.8004e+07,-44.9345
4.80664e+07,-45.3335
4.81288e+07,-45.4376
4.81911e+07,-44.39
