Hz,Rfb reduced 1.2k,Rfb reduced 1.2k bis,all grounded,braid grounded 1 side,braid grounded 1 side bis,braid grounded 1 side ter,braid grounded 1 side ext. Power supply,Rfb back to 3k
25825,3.71E-07,2.20E-07,1.01E-07,6.85E-08,9.74E-08,1.49E-07,8.34E-07,1.61E-07
25831.25,5.35E-07,5.29E-07,1.15E-07,1.09E-07,8.92E-08,1.47E-07,9.17E-07,1.27E-07
25875,3.58E-07,3.78E-07,1.03E-07,1.20E-07,1.24E-07,1.00E-07,1.35E-06,1.22E-07
25900,5.30E-07,2.64E-07,1.21E-07,9.45E-08,1.22E-07,1.41E-07,7.76E-07,1.22E-07
25918.75,6.12E-07,3.48E-07,9.91E-08,1.37E-07,1.14E-07,5.20E-08,1.25E-06,1.05E-07
25962.5,2.78E-07,4.03E-07,1.62E-07,9.93E-08,1.19E-07,1.22E-07,7.61E-07,1.08E-07
25975,3.60E-07,2.68E-07,1.13E-07,1.24E-07,1.15E-07,9.94E-08,9.04E-07,1.35E-07
26006.25,4.23E-07,4.91E-07,9.49E-08,9.78E-08,1.06E-07,1.23E-07,1.11E-06,1.19E-07
26050,5.22E-07,4.05E-07,1.40E-07,1.14E-07,6.47E-08,8.52E-08,6.90E-07,1.17E-07
26050,5.21E-07,5.41E-07,9.77E-08,8.93E-08,1.24E-07,1.70E-07,1.03E-06,1.30E-07
26093.75,6.60E-07,3.61E-07,1.23E-07,1.01E-07,1.08E-07,9.66E-08,1.10E-06,9.33E-08
26125,2.80E-07,5.10E-07,1.47E-07,9.21E-08,1.28E-07,9.82E-08,6.22E-07,1.01E-07
26137.5,4.62E-07,5.05E-07,1.16E-07,9.13E-08,1.07E-07,1.08E-07,8.17E-07,1.11E-07
26181.25,4.37E-07,4.35E-07,8.85E-08,1.09E-07,1.08E-07,8.06E-08,9.29E-07,1.27E-07
26200,3.60E-07,4.40E-07,1.36E-07,1.21E-07,8.82E-08,1.04E-07,1.10E-06,7.69E-08
26225,4.66E-07,4.60E-07,1.35E-07,1.19E-07,9.29E-08,1.29E-07,1.24E-06,1.15E-07
26268.75,5.29E-07,3.15E-07,2.03E-07,8.32E-08,9.38E-08,1.30E-07,5.93E-07,9.18E-08
26275,4.28E-07,4.82E-07,9.27E-08,1.71E-07,8.68E-08,9.73E-08,7.98E-07,1.09E-07
26312.5,2.92E-07,3.52E-07,1.20E-07,1.10E-07,1.18E-07,9.27E-08,7.30E-07,8.64E-08
26350,2.69E-07,4.41E-07,1.57E-07,1.17E-07,8.23E-08,1.39E-07,1.25E-06,1.31E-07
26356.25,6.04E-07,5.68E-07,9.37E-08,9.53E-08,1.01E-07,1.34E-07,5.79E-07,1.25E-07
26400,3.75E-07,5.33E-07,1.15E-07,1.04E-07,7.89E-08,1.51E-07,8.66E-07,1.06E-07
26425,5.15E-07,3.27E-07,1.44E-07,9.31E-08,1.25E-07,1.08E-07,6.30E-07,7.57E-08
26443.75,5.23E-07,3.89E-07,1.48E-07,9.59E-08,1.33E-07,1.17E-07,1.07E-06,1.76E-07
26487.5,3.90E-07,2.56E-07,1.51E-07,1.11E-07,1.17E-07,7.64E-08,1.02E-06,1.44E-07
26500,4.61E-07,4.59E-07,7.70E-08,1.01E-07,9.41E-08,1.05E-07,6.29E-07,1.63E-07
26531.25,6.32E-07,4.78E-07,1.25E-07,9.39E-08,1.39E-07,1.38E-07,1.04E-06,1.56E-07
26575,5.36E-07,3.84E-07,1.40E-07,9.92E-08,1.11E-07,1.33E-07,8.89E-07,1.42E-07
26575,4.27E-07,4.53E-07,1.08E-07,1.58E-07,1.16E-07,1.17E-07,6.14E-07,1.21E-07
26618.75,4.06E-07,3.55E-07,1.14E-07,1.35E-07,1.04E-07,1.40E-07,8.53E-07,9.23E-08
26650,4.49E-07,5.17E-07,1.06E-07,1.11E-07,9.51E-08,9.45E-08,1.20E-06,1.22E-07
26662.5,3.20E-07,4.03E-07,9.98E-08,7.93E-08,7.55E-08,1.09E-07,1.03E-06,1.28E-07
26706.25,5.05E-07,4.75E-07,9.07E-08,1.10E-07,1.10E-07,9.76E-08,7.24E-07,1.13E-07
26725,3.44E-07,4.73E-07,1.50E-07,1.10E-07,1.85E-07,1.35E-07,5.17E-07,1.20E-07
26750,4.71E-07,4.13E-07,1.91E-07,1.21E-07,8.75E-08,1.01E-07,9.45E-07,6.18E-08
26793.75,3.98E-07,4.77E-07,1.67E-07,9.03E-08,1.17E-07,7.63E-08,9.37E-07,1.03E-07
26800,2.99E-07,3.71E-07,8.45E-08,7.61E-08,1.21E-07,1.08E-07,3.47E-07,8.80E-08
26837.5,5.50E-07,5.64E-07,1.26E-07,1.36E-07,1.01E-07,1.21E-07,8.42E-07,1.13E-07
26875,3.91E-07,3.60E-07,1.69E-07,1.14E-07,1.62E-07,1.09E-07,7.31E-07,1.22E-07
26881.25,4.16E-07,2.78E-07,1.15E-07,1.19E-07,1.00E-07,1.04E-07,1.09E-06,9.84E-08
26925,4.46E-07,5.64E-07,8.33E-08,1.23E-07,1.16E-07,1.06E-07,1.25E-06,1.35E-07
26950,3.95E-07,4.18E-07,6.61E-08,7.82E-08,1.15E-07,8.30E-08,1.30E-06,1.25E-07
26968.75,5.37E-07,4.26E-07,7.22E-08,9.93E-08,1.44E-07,1.39E-07,9.85E-07,1.29E-07
27012.5,2.15E-07,3.71E-07,1.04E-07,1.21E-07,9.85E-08,1.17E-07,7.66E-07,1.24E-07
27025,7.43E-07,4.21E-07,9.85E-08,7.00E-08,1.14E-07,1.21E-07,6.79E-07,1.08E-07
27056.25,5.66E-07,3.06E-07,1.10E-07,1.08E-07,1.44E-07,1.37E-07,6.78E-07,1.22E-07
27100,4.97E-07,3.35E-07,1.54E-07,6.90E-08,9.69E-08,1.06E-07,9.72E-07,1.14E-07
27100,3.28E-07,4.40E-07,1.34E-07,1.19E-07,1.60E-07,7.02E-08,1.07E-06,1.33E-07
27143.75,4.17E-07,2.98E-07,1.62E-07,7.95E-08,1.31E-07,1.42E-07,1.12E-06,1.86E-07
27175,5.00E-07,3.05E-07,1.04E-07,9.78E-08,1.35E-07,1.15E-07,8.13E-07,1.21E-07
27187.5,5.47E-07,5.44E-07,1.35E-07,9.94E-08,9.10E-08,6.78E-08,7.70E-07,1.06E-07
27231.25,3.60E-07,4.45E-07,1.21E-07,1.24E-07,1.01E-07,9.01E-08,1.05E-06,8.94E-08
27250,3.44E-07,3.75E-07,1.09E-07,1.08E-07,6.52E-08,1.23E-07,9.01E-07,8.57E-08
27275,4.14E-07,4.81E-07,1.08E-07,1.07E-07,9.30E-08,1.12E-07,9.93E-07,1.82E-07
27318.75,4.06E-07,3.84E-07,1.07E-07,1.28E-07,1.14E-07,1.02E-07,5.32E-07,8.79E-08
27325,5.84E-07,3.71E-07,1.20E-07,1.59E-07,1.10E-07,1.40E-07,8.79E-07,1.15E-07
27362.5,4.97E-07,5.14E-07,1.28E-07,1.33E-07,1.59E-07,1.78E-07,5.14E-07,1.35E-07
27400,5.58E-07,3.06E-07,1.01E-07,1.49E-07,9.12E-08,1.27E-07,1.20E-06,1.29E-07
27406.25,3.96E-07,3.79E-07,9.02E-08,1.53E-07,6.91E-08,1.15E-07,8.80E-07,1.26E-07
27450,6.39E-07,3.95E-07,9.59E-08,8.85E-08,1.38E-07,1.03E-07,1.12E-06,1.26E-07
27475,4.83E-07,3.46E-07,9.42E-08,1.51E-07,7.29E-08,8.77E-08,8.42E-07,8.45E-08
27493.75,5.48E-07,4.18E-07,8.97E-08,1.41E-07,1.02E-07,9.21E-08,9.36E-07,1.16E-07
27537.5,5.69E-07,4.94E-07,1.55E-07,1.64E-07,1.32E-07,1.22E-07,8.12E-07,1.25E-07
27550,5.27E-07,6.09E-07,1.02E-07,7.12E-08,1.47E-07,1.31E-07,7.51E-07,9.52E-08
27581.25,3.30E-07,4.47E-07,1.04E-07,1.17E-07,1.34E-07,6.50E-08,1.12E-06,1.39E-07
27625,4.75E-07,4.36E-07,1.32E-07,8.58E-08,9.14E-08,1.40E-07,6.02E-07,1.34E-07
27625,3.67E-07,3.26E-07,1.02E-07,7.30E-08,9.43E-08,1.43E-07,7.51E-07,1.16E-07
27668.75,4.32E-07,4.53E-07,1.18E-07,1.42E-07,9.06E-08,1.25E-07,7.77E-07,1.28E-07
27700,2.68E-07,3.69E-07,1.14E-07,1.04E-07,1.03E-07,1.31E-07,7.17E-07,8.73E-08
27712.5,5.91E-07,4.83E-07,1.08E-07,1.38E-07,1.44E-07,5.13E-08,6.87E-07,1.08E-07
27756.25,6.37E-07,3.27E-07,9.65E-08,1.04E-07,9.37E-08,1.25E-07,6.82E-07,1.05E-07
27775,4.83E-07,4.93E-07,1.51E-07,1.21E-07,1.54E-07,9.81E-08,8.75E-07,1.39E-07
27800,2.47E-07,3.86E-07,1.53E-07,1.27E-07,1.14E-07,1.65E-07,9.26E-07,1.43E-07
27843.75,4.98E-07,3.70E-07,9.19E-08,1.06E-07,8.10E-08,1.17E-07,5.99E-07,1.71E-07
27850,4.34E-07,6.24E-07,1.28E-07,1.00E-07,9.10E-08,1.01E-07,8.28E-07,1.27E-07
27887.5,5.48E-07,5.22E-07,1.21E-07,8.25E-08,1.07E-07,1.09E-07,8.62E-07,1.06E-07
27925,3.75E-07,3.95E-07,1.32E-07,1.00E-07,8.47E-08,1.08E-07,8.11E-07,7.76E-08
27931.25,4.52E-07,3.61E-07,1.44E-07,1.32E-07,9.43E-08,9.39E-08,6.79E-07,1.00E-07
27975,4.49E-07,5.38E-07,1.54E-07,1.30E-07,1.70E-07,7.11E-08,1.11E-06,1.28E-07
28000,5.10E-07,3.11E-07,9.01E-08,1.15E-07,9.35E-08,1.10E-07,7.07E-07,1.69E-07
28018.75,4.28E-07,4.84E-07,1.50E-07,1.34E-07,1.06E-07,8.56E-08,8.45E-07,1.08E-07
28062.5,4.57E-07,5.72E-07,1.16E-07,1.30E-07,9.64E-08,1.10E-07,7.88E-07,1.42E-07
28075,5.33E-07,4.47E-07,1.12E-07,9.38E-08,1.34E-07,1.07E-07,6.10E-07,9.33E-08
28106.25,3.25E-07,4.56E-07,1.44E-07,1.10E-07,9.44E-08,1.20E-07,8.89E-07,1.40E-07
28150,4.56E-07,4.71E-07,1.25E-07,8.61E-08,8.51E-08,1.32E-07,6.30E-07,1.04E-07
28150,4.76E-07,6.60E-07,1.22E-07,8.98E-08,1.02E-07,1.46E-07,8.59E-07,9.30E-08
28193.75,3.87E-07,4.53E-07,1.11E-07,1.13E-07,1.45E-07,1.45E-07,7.20E-07,1.32E-07
28225,4.66E-07,5.82E-07,1.30E-07,1.25E-07,8.51E-08,7.13E-08,6.32E-07,1.25E-07
28237.5,4.88E-07,2.66E-07,1.07E-07,1.47E-07,9.56E-08,1.15E-07,5.99E-07,8.49E-08
28281.25,3.64E-07,5.31E-07,1.33E-07,6.64E-08,7.48E-08,1.01E-07,6.89E-07,8.12E-08
28300,6.06E-07,4.24E-07,1.40E-07,8.73E-08,8.96E-08,9.18E-08,8.41E-07,1.39E-07
28325,4.24E-07,3.86E-07,1.68E-07,1.04E-07,1.22E-07,1.14E-07,7.89E-07,1.58E-07
28368.75,3.06E-07,4.28E-07,9.13E-08,1.26E-07,1.17E-07,1.55E-07,7.63E-07,1.15E-07
28375,4.24E-07,2.67E-07,1.09E-07,1.35E-07,1.23E-07,1.24E-07,7.80E-07,1.46E-07
28412.5,5.17E-07,2.70E-07,1.64E-07,1.76E-07,1.08E-07,6.34E-08,9.20E-07,8.27E-08
28450,3.45E-07,4.63E-07,1.27E-07,1.06E-07,1.11E-07,1.18E-07,8.51E-07,1.73E-07
28456.25,4.75E-07,3.72E-07,1.60E-07,1.56E-07,1.15E-07,9.24E-08,9.16E-07,1.38E-07
28500,5.69E-07,5.17E-07,8.77E-08,1.50E-07,1.17E-07,1.23E-07,8.36E-07,9.55E-08
28525,4.84E-07,4.80E-07,1.11E-07,1.27E-07,8.41E-08,7.40E-08,5.92E-07,1.36E-07
28543.75,5.29E-07,3.62E-07,7.63E-08,9.89E-08,8.43E-08,1.10E-07,7.71E-07,9.17E-08
28587.5,1.00E-06,4.65E-07,1.22E-07,1.35E-07,8.29E-08,8.68E-08,1.21E-06,7.93E-08
28600,3.89E-07,4.63E-07,9.43E-08,1.36E-07,9.88E-08,1.30E-07,7.93E-07,1.07E-07
28631.25,4.45E-07,5.58E-07,1.43E-07,7.82E-08,1.26E-07,1.25E-07,7.23E-07,1.33E-07
28675,4.57E-07,6.26E-07,1.42E-07,1.17E-07,1.33E-07,1.69E-07,7.89E-07,1.10E-07
28675,4.72E-07,2.99E-07,1.16E-07,1.15E-07,9.64E-08,1.14E-07,5.18E-07,1.34E-07
28718.75,4.52E-07,5.39E-07,1.13E-07,9.27E-08,1.33E-07,1.29E-07,6.81E-07,8.13E-08
28750,4.76E-07,3.13E-07,9.36E-08,1.39E-07,8.40E-08,1.45E-07,4.75E-07,1.66E-07
28762.5,4.87E-07,4.24E-07,1.32E-07,7.89E-08,1.41E-07,9.70E-08,9.19E-07,1.54E-07
28806.25,4.56E-07,3.68E-07,1.04E-07,1.14E-07,9.58E-08,9.41E-08,8.95E-07,1.46E-07
28825,6.70E-07,3.90E-07,1.16E-07,1.13E-07,4.89E-08,1.48E-07,4.66E-07,1.03E-07
28850,4.46E-07,3.91E-07,1.32E-07,1.38E-07,9.76E-08,1.68E-07,7.41E-07,1.13E-07
28893.75,3.27E-07,4.86E-07,8.89E-08,1.05E-07,7.04E-08,1.31E-07,1.05E-06,1.07E-07
28900,5.30E-07,3.63E-07,7.12E-08,1.05E-07,1.13E-07,8.66E-08,7.99E-07,1.39E-07
28937.5,4.83E-07,4.66E-07,1.15E-07,9.72E-08,1.08E-07,1.14E-07,7.90E-07,9.30E-08
28975,3.45E-07,5.85E-07,1.50E-07,7.64E-08,1.42E-07,1.49E-07,6.10E-07,9.18E-08
28981.25,3.72E-07,5.15E-07,1.60E-07,1.35E-07,9.22E-08,1.01E-07,7.15E-07,1.53E-07
29025,5.74E-07,4.61E-07,1.10E-07,7.98E-08,1.54E-07,8.31E-08,9.03E-07,1.50E-07
29050,5.38E-07,5.47E-07,1.81E-07,1.17E-07,1.05E-07,1.92E-07,8.02E-07,1.13E-07
29068.75,7.22E-07,4.90E-07,1.03E-07,1.14E-07,7.91E-08,1.19E-07,6.76E-07,4.08E-08
29112.5,5.44E-07,6.01E-07,1.42E-07,7.99E-08,6.45E-08,1.05E-07,8.39E-07,1.36E-07
29125,3.56E-07,4.00E-07,1.54E-07,1.02E-07,1.17E-07,1.13E-07,8.59E-07,1.38E-07
29156.25,3.99E-07,5.91E-07,1.06E-07,1.25E-07,9.78E-08,1.07E-07,5.92E-07,1.42E-07
29200,6.51E-07,3.41E-07,1.86E-07,7.96E-08,1.53E-07,1.54E-07,7.64E-07,1.33E-07
29200,5.38E-07,4.15E-07,1.10E-07,1.22E-07,7.63E-08,1.27E-07,6.76E-07,1.17E-07
29243.75,4.60E-07,3.12E-07,1.03E-07,8.40E-08,1.13E-07,1.57E-07,8.95E-07,1.13E-07
29275,5.35E-07,4.89E-07,9.47E-08,1.38E-07,1.04E-07,9.39E-08,1.15E-06,1.07E-07
29287.5,4.74E-07,4.26E-07,1.59E-07,4.84E-08,9.83E-08,8.60E-08,6.92E-07,1.14E-07
29331.25,5.71E-07,4.04E-07,9.57E-08,9.25E-08,1.15E-07,1.00E-07,7.30E-07,9.70E-08
29350,2.98E-07,3.29E-07,1.58E-07,1.38E-07,1.01E-07,8.38E-08,9.09E-07,8.19E-08
29375,6.25E-07,5.56E-07,1.26E-07,1.24E-07,1.19E-07,1.23E-07,5.64E-07,1.30E-07
29418.75,3.44E-07,3.98E-07,1.47E-07,8.54E-08,1.19E-07,1.16E-07,7.98E-07,5.41E-08
29425,4.20E-07,2.98E-07,1.20E-07,1.04E-07,1.08E-07,1.39E-07,6.91E-07,9.73E-08
29462.5,4.89E-07,3.93E-07,1.14E-07,1.22E-07,1.07E-07,1.07E-07,4.32E-07,8.19E-08
29500,3.14E-07,4.22E-07,1.24E-07,1.17E-07,1.24E-07,9.73E-08,7.32E-07,9.46E-08
29506.25,4.59E-07,5.96E-07,1.12E-07,8.44E-08,9.92E-08,1.11E-07,8.69E-07,9.34E-08
29550,4.83E-07,5.43E-07,1.47E-07,1.02E-07,8.18E-08,1.16E-07,7.88E-07,1.16E-07
29575,5.92E-07,5.28E-07,1.04E-07,9.93E-08,8.74E-08,1.54E-07,1.14E-06,1.22E-07
29593.75,5.28E-07,6.00E-07,1.05E-07,6.96E-08,1.24E-07,1.12E-07,6.73E-07,1.23E-07
29637.5,6.00E-07,7.01E-07,1.58E-07,4.10E-08,1.02E-07,1.45E-07,1.06E-06,1.24E-07
29650,5.52E-07,3.23E-07,1.23E-07,1.34E-07,1.14E-07,7.42E-08,6.42E-07,9.03E-08
29681.25,5.45E-07,3.65E-07,1.48E-07,1.11E-07,1.10E-07,1.05E-07,4.18E-07,8.41E-08
29725,5.81E-07,4.71E-07,7.53E-08,1.29E-07,1.09E-07,1.35E-07,6.72E-07,1.09E-07
29725,3.15E-07,4.26E-07,9.36E-08,1.28E-07,1.32E-07,1.14E-07,5.88E-07,1.16E-07
29768.75,5.57E-07,4.72E-07,1.17E-07,1.35E-07,1.23E-07,1.00E-07,5.34E-07,8.88E-08
29800,3.18E-07,5.65E-07,9.34E-08,1.10E-07,5.59E-08,1.21E-07,1.26E-06,1.01E-07
29812.5,6.39E-07,4.08E-07,7.13E-08,1.00E-07,4.92E-08,1.19E-07,7.62E-07,9.98E-08
29856.25,5.19E-07,2.88E-07,1.27E-07,1.32E-07,8.99E-08,1.55E-07,7.62E-07,9.06E-08
29875,5.83E-07,4.21E-07,8.07E-08,1.54E-07,1.07E-07,9.42E-08,1.25E-06,1.67E-07
29900,4.26E-07,4.43E-07,1.35E-07,1.18E-07,1.20E-07,1.27E-07,5.48E-07,1.31E-07
29943.75,3.67E-07,5.00E-07,1.34E-07,8.74E-08,1.16E-07,7.99E-08,1.05E-06,1.09E-07
29950,4.33E-07,4.29E-07,2.07E-07,1.06E-07,1.20E-07,9.47E-08,8.95E-07,1.30E-07
29987.5,3.74E-07,2.45E-07,1.58E-07,9.95E-08,1.19E-07,1.14E-07,1.60E-06,1.26E-07
30025,4.90E-07,5.32E-07,6.88E-08,1.32E-07,1.19E-07,1.19E-07,1.02E-06,1.13E-07
30031.25,3.86E-07,4.10E-07,1.36E-07,1.10E-07,7.75E-08,8.60E-08,7.97E-07,9.11E-08
30075,6.02E-07,4.03E-07,1.14E-07,6.76E-08,1.38E-07,1.10E-07,7.31E-07,1.19E-07
30100,5.60E-07,2.85E-07,1.16E-07,1.34E-07,1.08E-07,9.22E-08,1.21E-06,1.27E-07
30118.75,3.86E-07,3.82E-07,1.40E-07,8.40E-08,1.42E-07,9.98E-08,7.57E-07,1.23E-07
30162.5,3.71E-07,3.06E-07,1.01E-07,1.14E-07,1.12E-07,1.05E-07,9.37E-07,8.35E-08
30175,5.11E-07,5.37E-07,8.15E-08,1.17E-07,8.37E-08,9.40E-08,7.88E-07,9.54E-08
30206.25,3.87E-07,5.30E-07,1.82E-07,9.60E-08,8.83E-08,7.05E-08,2.66E-07,9.83E-08
30250,4.29E-07,6.85E-07,1.26E-07,8.61E-08,1.08E-07,1.85E-07,5.93E-07,9.09E-08
30250,4.39E-07,4.00E-07,1.29E-07,1.11E-07,1.18E-07,1.23E-07,6.57E-07,1.41E-07
30293.75,3.91E-07,5.96E-07,8.56E-08,1.41E-07,1.07E-07,1.63E-07,7.98E-07,1.66E-07
30325,4.41E-07,2.58E-07,1.13E-07,1.56E-07,1.26E-07,1.13E-07,5.75E-07,9.52E-08
30337.5,2.99E-07,6.27E-07,1.40E-07,1.01E-07,1.06E-07,9.55E-08,6.76E-07,1.20E-07
30381.25,3.49E-07,3.30E-07,1.45E-07,1.41E-07,1.23E-07,1.43E-07,8.78E-07,8.78E-08
30400,3.87E-07,3.96E-07,7.78E-08,9.74E-08,1.19E-07,1.58E-07,6.40E-07,1.47E-07
30425,4.38E-07,3.32E-07,1.09E-07,7.56E-08,1.20E-07,1.02E-07,4.50E-07,1.25E-07
30468.75,2.69E-07,5.40E-07,1.38E-07,1.14E-07,1.09E-07,1.37E-07,3.67E-07,1.42E-07
30475,3.57E-07,4.00E-07,1.55E-07,1.27E-07,1.05E-07,7.76E-08,5.41E-07,7.11E-08
30512.5,6.54E-07,3.37E-07,1.14E-07,1.35E-07,1.12E-07,8.98E-08,6.49E-07,1.09E-07
30550,4.27E-07,3.84E-07,1.70E-07,1.10E-07,1.25E-07,1.10E-07,8.71E-07,8.45E-08
30556.25,5.46E-07,4.22E-07,1.41E-07,1.08E-07,1.48E-07,1.44E-07,6.30E-07,9.30E-08
30600,4.63E-07,5.92E-07,1.74E-07,1.17E-07,9.98E-08,1.05E-07,6.33E-07,1.06E-07
30625,3.79E-07,4.38E-07,1.07E-07,1.31E-07,7.35E-08,1.06E-07,5.54E-07,1.11E-07
30643.75,3.22E-07,2.46E-07,1.69E-07,1.35E-07,1.27E-07,1.14E-07,4.20E-07,1.32E-07
30687.5,4.06E-07,5.45E-07,1.95E-07,1.00E-07,9.51E-08,1.18E-07,6.00E-07,1.28E-07
30700,4.84E-07,5.03E-07,1.16E-07,9.64E-08,1.22E-07,8.23E-08,5.03E-07,1.64E-07
30731.25,4.57E-07,4.94E-07,1.09E-07,7.70E-08,8.97E-08,1.28E-07,5.83E-07,1.01E-07
30775,4.62E-07,4.55E-07,1.03E-07,1.27E-07,8.59E-08,1.22E-07,6.02E-07,8.20E-08
30775,5.82E-07,3.75E-07,1.29E-07,1.36E-07,1.46E-07,8.61E-08,5.32E-07,9.60E-08
30818.75,5.73E-07,4.83E-07,1.87E-07,1.34E-07,1.39E-07,1.37E-07,4.29E-07,8.38E-08
30850,2.91E-07,6.37E-07,1.04E-07,1.03E-07,8.23E-08,1.12E-07,4.91E-07,1.34E-07
30862.5,6.00E-07,4.55E-07,9.58E-08,9.43E-08,9.26E-08,1.27E-07,4.86E-07,1.15E-07
30906.25,4.86E-07,4.11E-07,9.71E-08,1.45E-07,8.77E-08,9.33E-08,5.64E-07,9.80E-08
30925,5.22E-07,5.28E-07,4.40E-08,9.28E-08,8.28E-08,1.37E-07,5.27E-07,8.33E-08
30950,3.93E-07,3.92E-07,1.18E-07,8.10E-08,9.33E-08,1.03E-07,4.41E-07,1.22E-07
30993.75,6.46E-07,4.51E-07,1.36E-07,1.10E-07,1.55E-07,1.27E-07,7.93E-07,1.09E-07
31000,4.21E-07,4.73E-07,9.17E-08,1.54E-07,7.71E-08,8.57E-08,4.94E-07,1.13E-07
31037.5,6.19E-07,2.56E-07,1.46E-07,8.49E-08,9.26E-08,1.62E-07,4.69E-07,1.36E-07
31075,6.04E-07,5.99E-07,1.11E-07,9.69E-08,1.19E-07,1.36E-07,5.56E-07,1.57E-07
31081.25,3.93E-07,4.78E-07,2.00E-07,1.42E-07,1.05E-07,1.26E-07,4.80E-07,1.43E-07
31125,3.47E-07,3.99E-07,1.65E-07,1.09E-07,9.88E-08,1.14E-07,6.39E-07,1.18E-07
31150,6.13E-07,4.62E-07,9.54E-08,9.90E-08,9.38E-08,1.23E-07,4.79E-07,1.02E-07
31168.75,3.23E-07,4.10E-07,1.29E-07,7.97E-08,1.31E-07,1.28E-07,4.49E-07,1.25E-07
31212.5,4.20E-07,5.31E-07,1.30E-07,8.16E-08,9.78E-08,1.34E-07,3.98E-07,9.98E-08
31225,5.27E-07,3.36E-07,1.39E-07,1.09E-07,8.07E-08,9.21E-08,4.89E-07,1.30E-07
31256.25,3.21E-07,4.04E-07,1.37E-07,1.12E-07,9.94E-08,8.73E-08,4.96E-07,6.80E-08
31300,3.57E-07,5.96E-07,1.36E-07,8.75E-08,1.30E-07,1.34E-07,6.53E-07,1.07E-07
31300,4.35E-07,3.68E-07,1.24E-07,8.20E-08,8.78E-08,9.43E-08,5.94E-07,8.04E-08
31343.75,5.64E-07,6.27E-07,1.46E-07,1.10E-07,1.35E-07,9.59E-08,3.46E-07,1.01E-07
31375,3.17E-07,4.28E-07,9.16E-08,9.74E-08,8.67E-08,1.03E-07,5.07E-07,1.06E-07
31387.5,6.03E-07,5.39E-07,1.01E-07,9.69E-08,1.02E-07,9.80E-08,4.64E-07,8.30E-08
31431.25,3.61E-07,4.77E-07,1.31E-07,1.29E-07,1.01E-07,8.03E-08,4.12E-07,1.44E-07
31450,3.77E-07,4.97E-07,9.63E-08,1.01E-07,9.22E-08,7.65E-08,3.58E-07,1.00E-07
31475,6.96E-07,4.59E-07,1.01E-07,6.66E-08,1.19E-07,1.07E-07,1.16E-06,1.29E-07
31518.75,3.74E-07,5.10E-07,8.23E-08,9.27E-08,1.06E-07,7.12E-08,6.56E-07,1.60E-07
31525,4.25E-07,7.03E-07,1.52E-07,9.00E-08,5.84E-08,6.93E-08,4.84E-07,9.77E-08
31562.5,4.53E-07,4.27E-07,1.85E-07,1.06E-07,1.03E-07,8.14E-08,3.07E-07,1.55E-07
31600,1.85E-07,5.05E-07,8.97E-08,1.24E-07,1.31E-07,6.75E-08,6.47E-07,9.70E-08
31606.25,7.12E-07,4.95E-07,7.95E-08,1.16E-07,7.99E-08,1.07E-07,5.04E-07,1.19E-07
31650,4.51E-07,4.66E-07,1.03E-07,9.45E-08,1.38E-07,1.14E-07,6.47E-07,1.17E-07
31675,3.80E-07,4.85E-07,1.53E-07,1.27E-07,9.27E-08,1.20E-07,5.27E-07,8.58E-08
31693.75,5.44E-07,7.63E-07,7.45E-08,1.29E-07,1.11E-07,7.13E-08,5.30E-07,1.52E-07
31737.5,5.66E-07,3.46E-07,1.71E-07,6.83E-08,1.35E-07,1.31E-07,4.21E-07,1.39E-07
31750,4.17E-07,3.58E-07,1.74E-07,9.66E-08,1.14E-07,1.13E-07,4.31E-07,9.69E-08
31781.25,4.96E-07,3.35E-07,7.97E-08,1.05E-07,1.26E-07,1.06E-07,6.20E-07,1.06E-07
31825,4.60E-07,4.33E-07,1.43E-07,9.58E-08,7.69E-08,1.50E-07,3.34E-07,1.53E-07
31825,4.71E-07,6.02E-07,1.11E-07,9.78E-08,1.16E-07,8.94E-08,3.98E-07,1.10E-07
31868.75,4.69E-07,4.17E-07,1.73E-07,7.22E-08,1.39E-07,1.02E-07,4.32E-07,9.18E-08
31900,5.01E-07,4.74E-07,1.03E-07,1.27E-07,1.74E-07,1.20E-07,7.62E-07,1.01E-07
31912.5,4.64E-07,5.48E-07,1.34E-07,8.18E-08,1.12E-07,1.09E-07,3.02E-07,1.13E-07
31956.25,3.79E-07,4.30E-07,1.57E-07,1.04E-07,1.08E-07,8.61E-08,3.50E-07,1.58E-07
31975,4.08E-07,3.15E-07,8.65E-08,8.71E-08,1.89E-07,1.28E-07,4.44E-07,1.32E-07
32000,7.33E-07,5.06E-07,1.12E-07,1.03E-07,6.41E-08,1.19E-07,6.00E-07,1.59E-07
32043.75,2.40E-07,4.81E-07,1.42E-07,1.91E-07,1.18E-07,1.35E-07,3.58E-07,7.76E-08
32050,5.30E-07,2.99E-07,1.01E-07,9.01E-08,9.50E-08,7.78E-08,4.02E-07,9.83E-08
32087.5,4.76E-07,3.87E-07,1.05E-07,7.19E-08,1.09E-07,1.05E-07,6.19E-07,1.12E-07
32125,4.35E-07,5.37E-07,1.23E-07,6.17E-08,1.05E-07,9.01E-08,3.75E-07,1.15E-07
32131.25,5.33E-07,3.92E-07,1.63E-07,1.29E-07,9.36E-08,1.56E-07,7.16E-07,1.40E-07
32175,4.04E-07,4.63E-07,1.33E-07,7.28E-08,1.25E-07,1.38E-07,4.12E-07,1.15E-07
