Hz,V /sqrt(Hz)
54706.25,4.58E-08
54750,3.55E-08
54775,5.26E-08
54793.75,3.99E-08
54837.5,5.12E-08
54850,6.52E-08
54875,4.08E-08
54881.25,4.93E-08
54925,5.83E-08
54925,5.77E-08
54968.75,5.81E-08
55000,5.70E-08
55012.5,6.14E-08
55056.25,3.67E-08
55075,4.47E-08
55100,6.18E-08
55143.75,3.60E-08
55150,5.20E-08
55187.5,3.85E-08
55225,4.45E-08
55231.25,4.46E-08
55250,4.08E-08
55275,4.57E-08
55300,5.71E-08
55318.75,5.18E-08
55362.5,6.11E-08
55375,5.13E-08
55406.25,3.07E-08
55450,4.02E-08
55450,3.26E-08
55493.75,5.59E-08
55525,4.12E-08
55537.5,3.88E-08
55581.25,5.03E-08
55600,4.07E-08
55625,6.21E-08
55625,5.34E-08
55668.75,7.00E-08
55675,5.01E-08
55712.5,4.02E-08
55750,3.70E-08
55756.25,3.23E-08
55800,3.93E-08
55825,4.98E-08
55843.75,3.34E-08
55887.5,4.39E-08
55900,3.71E-08
55931.25,5.36E-08
55975,6.76E-08
55975,5.26E-08
56000,5.87E-08
56018.75,3.74E-08
56050,3.73E-08
56062.5,3.91E-08
56106.25,4.14E-08
56125,5.34E-08
56150,3.41E-08
56193.75,5.37E-08
56200,4.25E-08
56237.5,4.79E-08
56275,5.62E-08
56281.25,4.20E-08
56325,3.56E-08
56350,7.44E-08
56368.75,2.61E-08
56375,3.21E-08
56412.5,5.05E-08
56425,5.04E-08
56456.25,5.62E-08
56500,5.60E-08
56500,3.66E-08
56543.75,5.27E-08
56575,4.21E-08
56587.5,5.40E-08
56631.25,4.01E-08
56650,4.99E-08
56675,4.65E-08
56718.75,3.32E-08
56725,5.06E-08
56750,4.69E-08
56762.5,5.45E-08
56800,4.52E-08
56806.25,4.61E-08
56850,5.05E-08
56875,3.05E-08
56893.75,3.80E-08
56937.5,4.57E-08
56950,4.81E-08
56981.25,5.72E-08
57025,5.11E-08
57025,4.06E-08
57068.75,5.09E-08
57100,5.21E-08
57112.5,5.00E-08
57125,4.61E-08
57156.25,5.88E-08
57175,5.08E-08
57200,3.12E-08
57243.75,4.84E-08
57250,5.57E-08
57287.5,4.40E-08
57325,6.64E-08
57331.25,4.53E-08
57375,4.19E-08
57400,5.90E-08
57418.75,4.47E-08
57462.5,5.67E-08
57475,3.91E-08
57500,6.88E-08
57506.25,4.34E-08
57550,5.46E-08
57550,4.30E-08
57593.75,6.67E-08
57625,3.76E-08
57637.5,3.33E-08
57681.25,3.70E-08
57700,5.22E-08
57725,3.89E-08
57768.75,4.76E-08
57775,5.18E-08
57812.5,2.99E-08
57850,3.78E-08
57856.25,4.20E-08
57875,4.76E-08
57900,5.45E-08
57925,4.75E-08
57943.75,5.38E-08
57987.5,4.67E-08
58000,4.20E-08
58031.25,6.03E-08
58075,4.76E-08
58075,4.93E-08
58118.75,5.52E-08
58150,5.26E-08
58162.5,4.68E-08
58206.25,4.65E-08
58225,4.93E-08
58250,5.43E-08
58250,4.52E-08
58293.75,4.43E-08
58300,2.91E-08
58337.5,3.22E-08
58375,5.40E-08
58381.25,4.09E-08
58425,5.77E-08
58450,4.64E-08
58468.75,6.03E-08
58512.5,3.79E-08
58525,4.62E-08
58556.25,2.96E-08
58600,5.39E-08
58600,6.17E-08
58625,2.86E-08
58643.75,4.01E-08
58675,2.87E-08
58687.5,4.56E-08
58731.25,4.84E-08
58750,3.47E-08
58775,4.04E-08
58818.75,5.17E-08
58825,5.28E-08
58862.5,6.18E-08
58900,4.72E-08
58906.25,5.23E-08
58950,3.56E-08
58975,5.32E-08
58993.75,4.15E-08
59000,6.16E-08
59037.5,4.42E-08
59050,5.40E-08
59081.25,5.10E-08
59125,3.54E-08
59125,4.29E-08
59168.75,3.19E-08
59200,3.40E-08
59212.5,6.48E-08
59256.25,5.10E-08
59275,4.93E-08
59300,5.10E-08
59343.75,6.26E-08
59350,4.54E-08
59375,3.88E-08
59387.5,7.40E-08
59425,4.30E-08
59431.25,5.59E-08
59475,4.39E-08
59500,3.22E-08
59518.75,3.52E-08
59562.5,4.16E-08
59575,2.97E-08
59606.25,4.89E-08
59650,5.01E-08
59650,4.26E-08
59693.75,3.35E-08
59725,4.38E-08
59737.5,5.01E-08
59750,5.26E-08
59781.25,5.61E-08
59800,3.64E-08
59825,4.04E-08
59868.75,4.98E-08
59875,4.04E-08
59912.5,4.10E-08
59950,2.47E-08
59956.25,4.88E-08
60000,3.92E-08
60025,4.57E-08
60100,3.70E-08
60125,4.26E-08
60175,3.14E-08
60250,4.64E-08
60325,3.52E-08
60400,6.03E-08
60475,5.13E-08
60500,6.63E-08
60550,4.27E-08
60625,6.62E-08
60700,5.98E-08
60775,5.46E-08
60850,4.21E-08
60875,4.36E-08
60925,3.65E-08
61000,6.33E-08
61075,3.67E-08
61150,4.00E-08
61225,4.05E-08
61250,3.92E-08
61300,3.22E-08
61375,4.74E-08
61450,5.43E-08
61525,2.96E-08
61600,6.54E-08
61625,6.23E-08
61675,4.67E-08
61750,4.91E-08
61825,4.25E-08
61900,4.67E-08
61975,4.03E-08
62000,4.00E-08
62050,5.44E-08
62125,4.40E-08
62200,6.63E-08
62275,3.25E-08
62350,3.42E-08
62375,4.55E-08
62425,2.38E-08
62500,6.07E-08
62575,3.10E-08
62650,3.86E-08
62725,5.08E-08
62750,5.06E-08
62800,5.29E-08
62875,1.21E-06
62950,7.28E-08
63025,4.79E-08
63100,3.86E-08
63125,5.49E-08
63175,4.91E-08
63250,3.84E-08
63325,3.56E-08
63400,4.29E-08
63475,2.97E-08
63500,6.34E-08
63550,5.61E-08
63625,4.31E-08
63700,4.36E-08
63775,4.85E-08
63850,4.02E-08
63875,4.87E-08
63925,3.68E-08
64000,5.60E-08
64075,3.85E-08
64150,2.58E-08
64225,3.49E-08
64250,3.88E-08
64300,5.31E-08
64375,3.28E-08
64450,4.55E-08
64525,4.03E-08
64600,5.18E-08
64625,5.30E-08
64675,3.23E-08
64750,5.62E-08
64825,5.27E-08
64900,4.97E-08
64975,3.74E-08
65000,5.45E-08
65050,3.57E-08
65125,4.24E-08
65200,5.00E-08
65275,2.90E-08
65350,5.57E-08
65375,5.51E-08
65425,4.20E-08
65500,5.12E-08
65575,5.00E-08
65650,3.49E-08
65725,3.50E-08
65750,5.34E-08
65800,6.62E-08
65875,4.42E-08
65950,4.73E-08
66025,5.83E-08
66100,4.34E-08
66125,5.20E-08
66175,5.54E-08
66250,4.38E-08
66325,4.12E-08
66400,5.80E-08
66475,4.44E-08
66500,4.63E-08
66550,4.23E-08
66625,3.66E-08
66700,4.60E-08
66775,5.85E-08
66850,4.10E-08
66875,3.36E-08
66925,4.93E-08
67000,2.52E-08
67075,5.44E-08
67150,3.58E-08
67225,4.52E-08
67250,3.43E-08
67300,5.47E-08
67375,4.02E-08
67450,5.02E-08
67525,4.05E-08
67600,4.18E-08
67625,5.71E-08
67675,4.48E-08
67750,3.64E-08
67825,3.50E-08
67900,4.22E-08
67975,3.31E-08
68000,3.10E-08
68050,5.27E-08
68125,4.68E-08
68200,3.74E-08
68275,2.76E-08
68350,5.35E-08
68375,3.90E-08
68425,4.28E-08
68500,3.60E-08
68575,4.66E-08
68650,3.92E-08
68725,4.52E-08
68750,5.30E-08
68800,3.32E-08
68875,4.80E-08
68950,4.38E-08
69025,3.73E-08
69100,3.95E-08
69125,4.12E-08
69175,3.12E-08
69250,4.12E-08
69325,4.79E-08
69400,4.61E-08
69475,5.26E-08
69500,3.39E-08
69550,3.79E-08
69625,6.15E-08
69700,6.46E-08
69775,3.33E-08
69850,1.79E-08
69875,3.82E-08
69925,5.69E-08
70000,3.97E-08
70250,5.51E-08
70625,5.03E-08
71000,5.58E-08
71375,5.35E-08
71750,3.49E-08
72125,4.12E-08
72500,3.92E-08
72875,4.45E-08
73250,5.12E-08
73625,2.81E-08
74000,4.86E-08
74375,4.05E-08
74750,4.95E-08
75125,3.64E-08
75500,4.24E-08
75875,3.98E-08
76250,3.56E-08
76625,4.27E-08
77000,4.19E-08
77375,2.99E-08
77750,5.40E-08
78125,3.49E-08
78500,4.55E-08
78875,3.82E-08
79250,4.79E-08
79625,4.21E-08
80000,3.00E-08
80375,3.45E-08
80750,3.78E-08
81125,2.71E-08
81500,2.86E-08
81875,2.77E-08
82250,3.12E-08
82625,3.01E-08
83000,2.90E-08
83375,4.17E-08
83750,4.46E-08
84125,3.22E-08
84500,2.07E-08
84875,4.55E-08
85250,3.79E-08
85625,3.79E-08
86000,3.02E-08
86375,3.44E-08
86750,4.22E-08
87125,3.34E-08
87500,3.13E-08
87875,2.23E-08
88250,3.41E-08
88625,2.50E-08
89000,2.83E-08
89375,4.45E-08
89750,3.85E-08
90125,2.89E-08
90500,3.56E-08
90875,3.04E-08
91250,2.67E-08
91625,3.32E-08
92000,4.08E-08
92375,3.76E-08
92750,3.38E-08
93125,3.12E-08
93500,2.80E-08
93875,5.57E-08
94250,1.48E-08
94625,4.14E-08
95000,2.90E-08
95375,2.81E-08
95750,4.12E-08
96125,2.90E-08
96500,3.68E-08
96875,3.60E-08
97250,3.19E-08
97625,3.08E-08
98000,2.98E-08
98375,4.01E-08
98750,3.20E-08
99125,3.11E-08
99500,3.69E-08
99875,3.02E-08
100250,3.28E-08
100625,2.35E-08
101000,3.12E-08
101375,3.28E-08
101750,3.33E-08
102125,3.39E-08
102500,3.24E-08
102875,2.63E-08
103250,1.80E-08
103625,1.86E-08
104000,2.86E-08
104375,1.73E-08
104750,2.02E-08
105125,2.95E-08
105500,2.13E-08
105875,2.11E-08
106250,3.07E-08
106625,3.41E-08
107000,2.79E-08
107375,2.54E-08
107750,2.35E-08
108125,4.19E-08
108500,2.71E-08
108875,3.29E-08
109250,3.21E-08
109625,2.69E-08
110000,2.73E-08
110375,1.64E-08
110750,3.95E-08
111125,2.58E-08
111500,3.20E-08
111875,4.69E-08
112250,2.73E-08
112625,1.60E-08
113000,2.95E-08
113375,4.03E-08
113750,3.97E-08
114125,2.80E-08
114500,2.19E-08
114875,2.77E-08
115250,3.37E-08
115625,2.56E-08
116000,3.73E-08
116375,3.92E-08
116750,4.15E-08
117125,3.21E-08
117500,3.79E-08
117875,4.18E-08
118250,2.69E-08
118625,6.95E-08
119000,2.80E-08
119375,3.58E-08
119750,2.93E-08
120125,3.82E-08
120500,3.07E-08
120875,2.68E-08
121250,1.83E-08
121625,3.50E-08
122000,2.60E-08
122375,3.03E-08
122750,2.88E-08
123125,3.50E-08
123500,2.56E-08
123875,3.37E-08
124250,2.95E-08
124625,2.63E-08
125000,3.17E-08
125375,2.10E-08
125750,8.32E-08
126125,3.01E-08
126500,2.64E-08
126875,1.93E-08
127250,2.64E-08
127625,3.16E-08
128000,2.36E-08
128375,2.70E-08
128750,2.86E-08
129125,2.70E-08
129500,1.93E-08
129875,3.27E-08
130250,2.35E-08
130625,2.94E-08
131000,2.44E-08
131375,2.70E-08
131750,2.75E-08
132125,3.51E-08
132500,2.82E-08
132875,1.99E-08
133250,2.30E-08
133625,2.83E-08
134000,1.18E-08
134375,3.55E-08
134750,3.15E-08
135125,3.29E-08
135500,4.88E-08
135875,2.72E-08
136250,4.00E-08
136625,3.91E-08
137000,4.76E-08
137375,2.84E-08
137750,4.09E-08
138125,3.99E-08
138500,3.12E-08
138875,3.22E-08
139250,4.23E-08
139625,2.78E-08
140000,4.27E-08
140375,2.54E-08
140750,2.65E-08
141125,4.66E-08
141500,4.76E-08
141875,3.68E-08
142250,2.74E-08
142625,3.67E-08
143000,3.50E-08
143375,4.38E-08
143750,4.35E-08
144125,4.96E-08
144500,6.68E-08
144875,4.90E-08
145250,4.46E-08
145625,3.51E-08
146000,1.86E-08
146375,2.09E-08
146750,3.29E-08
147125,3.53E-08
147500,3.10E-08
147875,2.08E-08
148250,3.35E-08
148625,1.88E-08
149000,2.92E-08
149375,3.45E-08
149750,3.44E-08
150125,3.43E-08
150500,2.91E-08
150875,2.51E-08
151250,2.84E-08
151625,2.66E-08
152000,5.00E-08
152375,4.01E-08
152750,3.23E-08
153125,3.30E-08
153500,2.88E-08
153875,2.87E-08
154250,3.06E-08
154625,2.11E-08
155000,1.52E-08
155375,2.92E-08
155750,2.94E-08
156125,1.97E-08
156500,2.39E-08
156875,2.01E-08
157250,1.70E-08
157625,3.09E-08
158000,2.39E-08
158375,1.55E-08
158750,2.85E-08
159125,2.76E-08
159500,3.27E-08
159875,1.78E-08
160250,2.78E-08
160625,2.63E-08
161000,2.25E-08
161375,2.40E-08
161750,1.85E-08
162125,8.25E-08
162500,2.10E-08
162875,2.53E-08
163250,1.79E-08
163625,2.92E-08
164000,2.71E-08
164375,3.09E-08
164750,2.49E-08
165125,2.21E-08
165500,2.39E-08
165875,1.45E-08
166250,2.29E-08
166625,2.10E-08
167000,2.73E-08
167375,2.96E-08
167750,3.00E-08
168125,2.02E-08
168500,3.20E-08
168875,2.22E-08
169250,2.33E-08
169625,2.98E-08
170000,1.87E-08
170375,2.27E-08
170750,2.60E-08
171125,3.02E-08
171500,2.84E-08
171875,2.11E-08
172250,2.57E-08
172625,2.97E-08
173000,1.58E-08
173375,2.14E-08
173750,2.74E-08
174125,2.25E-08
174500,1.83E-08
174875,2.48E-08
175250,2.31E-08
175625,2.94E-08
176000,2.81E-08
176375,1.17E-08
176750,2.48E-08
177125,2.26E-08
177500,2.71E-08
177875,2.65E-08
178250,2.54E-08
178625,2.12E-08
179000,2.37E-08
179375,1.91E-08
179750,2.75E-08
180125,2.45E-08
180500,2.67E-08
180875,2.59E-08
181250,3.14E-08
181625,1.47E-08
182000,2.75E-08
182375,2.55E-08
182750,2.87E-08
183125,2.23E-08
183500,1.86E-08
183875,3.84E-08
184250,2.38E-08
184625,1.93E-08
185000,1.42E-08
185375,3.41E-08
185750,2.18E-08
186125,1.81E-08
186500,2.12E-08
186875,2.61E-08
187250,2.62E-08
187625,1.69E-08
188000,2.72E-08
188375,1.98E-08
188750,2.80E-08
189125,2.22E-08
189500,2.06E-08
189875,1.51E-08
190250,2.20E-08
190625,2.38E-08
191000,1.16E-08
191375,2.53E-08
191750,2.81E-08
192125,1.90E-08
192500,2.75E-08
192875,2.99E-08
193250,1.59E-08
193625,2.42E-08
194000,2.38E-08
194375,1.77E-08
194750,1.89E-08
195125,1.60E-08
195500,2.53E-08
195875,2.08E-08
196250,2.55E-08
196625,2.45E-08
197000,1.60E-08
197375,2.19E-08
197750,2.68E-08
198125,3.09E-08
198500,1.91E-08
198875,2.78E-08
199250,2.37E-08
199625,1.91E-08
200000,1.98E-08
200375,1.94E-08
200750,2.76E-08
201125,3.24E-08
201500,2.01E-08
201875,2.08E-08
202250,2.03E-08
202625,1.86E-08
203000,2.16E-08
203375,2.54E-08
203750,1.62E-08
204125,3.51E-08
204500,2.58E-08
204875,1.75E-08
205250,2.63E-08
205625,2.43E-08
206000,2.30E-08
206375,2.95E-08
206750,2.02E-08
207125,1.48E-08
207500,1.65E-08
207875,2.18E-08
208250,1.22E-08
208625,2.59E-08
209000,2.75E-08
209375,2.21E-08
209750,2.23E-08
210125,1.98E-08
210500,2.76E-08
210875,2.13E-08
211250,2.08E-08
211625,1.24E-08
212000,2.22E-08
212375,1.73E-08
212750,2.04E-08
213125,2.35E-08
213500,2.36E-08
213875,1.60E-08
214250,2.48E-08
214625,1.70E-08
215000,2.76E-08
215375,1.98E-08
215750,2.78E-08
216125,2.46E-08
216500,2.62E-08
216875,2.14E-08
217250,1.49E-08
217625,2.01E-08
218000,2.17E-08
218375,2.03E-08
218750,2.85E-08
219125,1.60E-08
219500,1.76E-08
219875,2.73E-08
220250,2.14E-08
220625,3.10E-08
221000,1.39E-08
221375,2.63E-08
221750,1.50E-08
222125,2.13E-08
222500,2.29E-08
222875,1.96E-08
223250,2.96E-08
223625,1.69E-08
224000,2.55E-08
224375,2.52E-08
224750,1.87E-08
225125,3.00E-08
225500,2.07E-08
225875,2.27E-08
226250,2.43E-08
226625,1.41E-08
227000,1.99E-08
227375,1.72E-08
227750,2.79E-08
228125,1.30E-08
228500,1.88E-08
228875,1.68E-08
229250,2.73E-08
229625,2.71E-08
230000,1.72E-08
230375,2.09E-08
230750,2.01E-08
231125,1.56E-08
231500,2.11E-08
231875,2.15E-08
232250,2.78E-08
232625,1.86E-08
233000,2.18E-08
233375,2.46E-08
233750,1.65E-08
234125,1.96E-08
234500,2.76E-08
234875,2.61E-08
235250,2.63E-08
235625,1.67E-08
236000,2.46E-08
236375,1.25E-08
236750,3.85E-08
237125,4.06E-08
237500,4.40E-08
237875,2.57E-08
238250,1.53E-08
238625,1.70E-08
239000,1.92E-08
239375,1.76E-08
239750,2.56E-08
240125,2.22E-08
240500,2.29E-08
240875,2.01E-08
241250,2.15E-08
241625,1.96E-08
242000,2.48E-08
242375,2.07E-08
242750,3.01E-08
243125,2.17E-08
243500,2.60E-08
243875,1.92E-08
244250,1.57E-08
244625,2.17E-08
245000,3.04E-08
245375,1.46E-08
245750,2.92E-08
246125,2.35E-08
246500,1.32E-08
246875,2.33E-08
247250,1.94E-08
247625,1.82E-08
248000,1.97E-08
248375,2.42E-08
248750,2.00E-08
249125,1.84E-08
249500,2.34E-08
249875,2.22E-08
250000,2.03E-08
250250,3.09E-08
250437.5,2.36E-08
250625,2.49E-08
250875,1.52E-08
251000,2.33E-08
251312.5,7.43E-08
251375,1.89E-08
251750,2.26E-08
251750,2.22E-08
252125,1.12E-08
252187.5,1.84E-08
252500,2.71E-08
252625,2.16E-08
252875,1.97E-08
253062.5,1.90E-08
253250,1.57E-08
253500,2.27E-08
253625,2.06E-08
253937.5,1.88E-08
254000,1.77E-08
254375,1.66E-08
254375,1.73E-08
254750,2.14E-08
254812.5,2.22E-08
255125,2.59E-08
255250,1.61E-08
255500,1.71E-08
255687.5,1.83E-08
255875,1.73E-08
256125,2.25E-08
256250,2.01E-08
256562.5,2.40E-08
256625,1.39E-08
257000,1.86E-08
257000,2.11E-08
257375,1.82E-08
257437.5,2.14E-08
257750,1.64E-08
257875,2.06E-08
258125,1.34E-08
258312.5,2.56E-08
258500,2.41E-08
258750,2.12E-08
258875,1.41E-08
259187.5,2.36E-08
259250,1.81E-08
259625,2.38E-08
259625,1.54E-08
260000,2.46E-08
260062.5,2.21E-08
260375,1.65E-08
260500,2.94E-08
260750,1.58E-08
260937.5,2.57E-08
261125,1.68E-08
261375,2.49E-08
261500,1.97E-08
261812.5,1.89E-08
261875,2.37E-08
262250,2.48E-08
262250,2.91E-08
262625,1.79E-08
262687.5,1.79E-08
263000,2.22E-08
263125,2.26E-08
263375,2.23E-08
263562.5,2.69E-08
263750,2.78E-08
264000,1.48E-08
264125,7.85E-09
264437.5,2.09E-08
264500,2.32E-08
264875,2.05E-08
264875,2.43E-08
265250,2.46E-08
265312.5,1.92E-08
265625,2.26E-08
265750,2.42E-08
266000,2.27E-08
266187.5,1.84E-08
266375,1.87E-08
266625,2.20E-08
266750,1.77E-08
267062.5,2.72E-08
267125,2.11E-08
267500,1.81E-08
267500,1.21E-08
267875,2.39E-08
267937.5,2.40E-08
268250,1.76E-08
268375,2.18E-08
268625,1.66E-08
268812.5,1.80E-08
269000,2.81E-08
269250,1.73E-08
269375,1.92E-08
269687.5,2.06E-08
269750,3.49E-08
270125,2.22E-08
270125,2.46E-08
270500,1.24E-08
270562.5,2.28E-08
270875,1.90E-08
271000,1.60E-08
271250,2.03E-08
271437.5,2.28E-08
271625,1.39E-08
271875,2.71E-08
272000,2.06E-08
272312.5,1.84E-08
272375,1.75E-08
272750,2.37E-08
272750,2.17E-08
273125,1.26E-08
273187.5,1.77E-08
273500,2.83E-08
273625,1.96E-08
273875,1.68E-08
274062.5,2.17E-08
274250,2.31E-08
274500,2.19E-08
274625,3.16E-08
274937.5,2.16E-08
275000,3.38E-08
275375,2.08E-08
275375,1.99E-08
275750,2.42E-08
275812.5,1.72E-08
276125,1.98E-08
276250,2.63E-08
276500,2.40E-08
276687.5,1.90E-08
276875,2.45E-08
277125,3.39E-08
277250,2.51E-08
277562.5,2.18E-08
277625,1.99E-08
278000,2.17E-08
278000,2.23E-08
278375,2.80E-08
278437.5,2.46E-08
278750,1.76E-08
278875,2.36E-08
279125,2.60E-08
279312.5,1.83E-08
279500,2.21E-08
279750,2.36E-08
279875,2.08E-08
280187.5,1.36E-08
280250,2.04E-08
280625,1.95E-08
280625,2.16E-08
281000,2.15E-08
281062.5,2.01E-08
281375,2.18E-08
281500,2.45E-08
281750,2.24E-08
281937.5,1.80E-08
282125,2.96E-08
282375,2.98E-08
282500,2.39E-08
282812.5,2.37E-08
282875,2.10E-08
283250,3.04E-08
283250,2.92E-08
283625,2.25E-08
283687.5,2.01E-08
284000,2.75E-08
284125,1.91E-08
284375,1.73E-08
284562.5,2.10E-08
284750,3.54E-08
285000,2.52E-08
285125,1.73E-08
285437.5,2.02E-08
285500,2.33E-08
285875,2.82E-08
285875,2.54E-08
286250,3.05E-08
286312.5,3.00E-08
286625,2.13E-08
286750,2.76E-08
287000,2.36E-08
287187.5,2.59E-08
287375,1.80E-08
287625,2.56E-08
287750,2.28E-08
288062.5,3.05E-08
288125,1.61E-08
288500,2.93E-08
288500,2.07E-08
288875,2.89E-08
288937.5,2.95E-08
289250,1.92E-08
289375,2.83E-08
289625,2.33E-08
289812.5,4.08E-08
290000,1.96E-08
290250,2.59E-08
290375,2.58E-08
290687.5,2.16E-08
290750,2.20E-08
291125,2.52E-08
291125,1.93E-08
291500,2.30E-08
291562.5,1.67E-08
291875,2.67E-08
292000,1.80E-08
292250,2.06E-08
292437.5,1.91E-08
292625,1.49E-08
292875,1.93E-08
293000,2.05E-08
293312.5,2.38E-08
293375,1.64E-08
293750,2.14E-08
293750,1.94E-08
294125,2.30E-08
294187.5,1.94E-08
294500,1.94E-08
294625,2.25E-08
294875,2.06E-08
295062.5,2.03E-08
295250,2.78E-08
295500,1.79E-08
295625,1.68E-08
295937.5,2.19E-08
296000,2.03E-08
296375,2.14E-08
296375,1.87E-08
296750,1.83E-08
296812.5,1.19E-08
297125,2.56E-08
297250,2.13E-08
297500,2.15E-08
297687.5,2.61E-08
297875,2.38E-08
298125,1.91E-08
298250,1.63E-08
298562.5,1.71E-08
298625,1.92E-08
299000,1.82E-08
299000,2.12E-08
299375,2.36E-08
299437.5,2.08E-08
299750,1.84E-08
299875,2.00E-08
300125,2.12E-08
300312.5,2.13E-08
300500,1.53E-08
300750,2.62E-08
300875,1.37E-08
301187.5,2.19E-08
301250,2.29E-08
301625,2.34E-08
301625,2.35E-08
302000,2.25E-08
302062.5,1.84E-08
302375,2.20E-08
302500,2.10E-08
302750,2.33E-08
302937.5,1.72E-08
303125,1.00E-08
303375,2.31E-08
303500,2.00E-08
303812.5,2.25E-08
303875,2.18E-08
304250,1.76E-08
304250,2.59E-08
304625,2.18E-08
304687.5,2.29E-08
305000,2.75E-08
305125,2.13E-08
305375,1.97E-08
305562.5,2.15E-08
305750,1.23E-08
306000,1.64E-08
306125,1.50E-08
306437.5,2.18E-08
306500,1.63E-08
306875,2.22E-08
306875,1.40E-08
307250,1.72E-08
307312.5,2.24E-08
307625,1.54E-08
307750,1.44E-08
308000,1.93E-08
308187.5,2.04E-08
308375,2.18E-08
308625,1.98E-08
308750,2.41E-08
309062.5,1.83E-08
309125,2.23E-08
309500,1.84E-08
309500,2.55E-08
309875,2.60E-08
309937.5,2.05E-08
310250,2.40E-08
310375,1.97E-08
310625,2.19E-08
310812.5,1.73E-08
311000,1.63E-08
311250,1.50E-08
311375,2.02E-08
311687.5,1.88E-08
311750,3.07E-08
312125,1.35E-08
312125,2.04E-08
312500,2.05E-08
312562.5,1.38E-08
312875,2.75E-08
313000,2.29E-08
313250,1.77E-08
313437.5,2.66E-08
313625,2.26E-08
313875,2.02E-08
314000,1.57E-08
314312.5,3.61E-08
314375,1.36E-07
314750,3.19E-08
314750,1.81E-08
315125,3.17E-08
315187.5,1.60E-08
315500,1.79E-08
315625,2.10E-08
315875,2.34E-08
316062.5,1.81E-08
316250,2.45E-08
316500,1.82E-08
316625,2.12E-08
316937.5,1.92E-08
317000,1.13E-08
317375,1.44E-08
317375,2.34E-08
317750,1.94E-08
317812.5,1.80E-08
318125,1.78E-08
318250,1.94E-08
318500,1.97E-08
318687.5,1.45E-08
318875,2.09E-08
319125,2.12E-08
319250,1.36E-08
319562.5,1.86E-08
319625,2.09E-08
320000,2.09E-08
320000,1.92E-08
320375,1.83E-08
320437.5,2.09E-08
320750,2.17E-08
320875,2.34E-08
321125,1.98E-08
321312.5,2.66E-08
321500,1.96E-08
321750,2.74E-08
321875,1.22E-08
322187.5,2.81E-08
322250,1.44E-08
322625,1.81E-08
322625,1.67E-08
323000,2.67E-08
323062.5,1.65E-08
323375,2.03E-08
323500,1.96E-08
323750,2.13E-08
323937.5,1.37E-08
324125,2.64E-08
324375,2.29E-08
324500,1.70E-08
324812.5,2.07E-08
324875,3.19E-08
325250,1.76E-08
325250,2.32E-08
325625,2.41E-08
325687.5,2.19E-08
326000,1.73E-08
326125,2.57E-08
326375,1.75E-08
326562.5,2.09E-08
326750,2.17E-08
327000,1.98E-08
327125,1.45E-08
327437.5,1.62E-08
327500,2.08E-08
327875,2.14E-08
327875,2.61E-08
328250,2.16E-08
328312.5,2.05E-08
328625,2.63E-08
328750,2.24E-08
329000,2.32E-08
329187.5,2.15E-08
329375,1.83E-08
329625,1.63E-08
329750,1.43E-08
330062.5,2.25E-08
330125,2.13E-08
330500,2.04E-08
330500,1.69E-08
330875,1.86E-08
330937.5,1.46E-08
331250,1.66E-08
331375,2.29E-08
331625,1.82E-08
331812.5,1.77E-08
332000,1.62E-08
332250,2.07E-08
332375,1.91E-08
332687.5,2.57E-08
332750,1.84E-08
333125,2.07E-08
333125,1.79E-08
333500,1.60E-08
333562.5,2.42E-08
333875,2.30E-08
334000,1.82E-08
334250,1.62E-08
334437.5,2.47E-08
334625,2.06E-08
334875,2.28E-08
335000,2.44E-08
335312.5,2.03E-08
335375,2.02E-08
335750,1.70E-08
335750,1.79E-08
336125,1.87E-08
336187.5,1.77E-08
336500,1.70E-08
336625,2.58E-08
336875,1.69E-08
337062.5,2.11E-08
337250,2.19E-08
337500,2.72E-08
337625,2.38E-08
337937.5,2.47E-08
338000,2.82E-08
338375,2.11E-08
338375,2.46E-08
338750,1.03E-08
338812.5,2.48E-08
339125,1.46E-08
339250,1.90E-08
339500,2.60E-08
339687.5,2.39E-08
339875,1.51E-08
340125,2.24E-08
340250,1.59E-08
340562.5,2.09E-08
340625,2.07E-08
341000,2.25E-08
341000,2.17E-08
341375,1.93E-08
341437.5,2.50E-08
341750,1.96E-08
341875,2.13E-08
342125,2.42E-08
342312.5,2.09E-08
342500,1.07E-08
342750,1.25E-08
342875,2.41E-08
343187.5,2.31E-08
343250,1.38E-08
343625,1.81E-08
343625,2.25E-08
344000,1.99E-08
344062.5,2.30E-08
344375,2.04E-08
344500,2.00E-08
344750,1.41E-08
344937.5,2.24E-08
345125,2.05E-08
345375,1.85E-08
345500,1.03E-08
345812.5,2.14E-08
345875,1.92E-08
346250,2.73E-08
346250,2.51E-08
346625,1.84E-08
346687.5,2.06E-08
347000,2.34E-08
347125,2.08E-08
347375,2.94E-08
347562.5,2.18E-08
347750,1.70E-08
348000,1.64E-08
348125,2.00E-08
348437.5,2.47E-08
348500,2.42E-08
348875,2.63E-08
348875,1.42E-08
349250,2.57E-08
349312.5,1.89E-08
349625,1.85E-08
349750,2.45E-08
350000,3.27E-08
350187.5,1.85E-08
350625,1.62E-08
351062.5,1.84E-08
351500,1.80E-08
351937.5,1.63E-08
352375,2.13E-08
352812.5,1.50E-08
353250,1.87E-08
353687.5,2.35E-08
354125,2.05E-08
354562.5,2.27E-08
355000,2.05E-08
355437.5,1.57E-08
