f, gain
4.25774e+07,-34.3148
4.26398e+07,-34.4988
4.27021e+07,-34.6749
4.27645e+07,-34.8819
4.28269e+07,-35.0971
4.28892e+07,-35.3239
4.29516e+07,-35.5517
4.3014e+07,-35.7936
4.30764e+07,-36.0361
4.31388e+07,-36.2892
4.32011e+07,-36.5284
4.32635e+07,-36.7658
4.33259e+07,-36.9899
4.33882e+07,-37.1883
4.34506e+07,-37.388
4.3513e+07,-37.5608
4.35754e+07,-37.701
4.36378e+07,-37.8106
4.37001e+07,-37.8968
4.37625e+07,-37.9415
4.38249e+07,-37.9612
4.38872e+07,-37.92
4.39496e+07,-37.8711
4.4012e+07,-37.8014
4.40744e+07,-37.7142
4.41368e+07,-37.6063
4.41991e+07,-37.4949
4.42615e+07,-37.377
4.43239e+07,-37.2584
4.43862e+07,-37.1469
4.44486e+07,-37.0314
4.4511e+07,-36.9123
4.45734e+07,-36.7975
4.46358e+07,-36.7038
4.46981e+07,-36.6028
4.47605e+07,-36.5116
4.48229e+07,-36.427
4.48852e+07,-36.3334
4.49476e+07,-36.2601
4.501e+07,-36.182
4.50724e+07,-36.1079
4.51348e+07,-36.0308
4.51971e+07,-35.9637
4.52595e+07,-35.8857
4.53219e+07,-35.8245
4.53842e+07,-35.7703
4.54466e+07,-35.7109
4.5509e+07,-35.653
4.55714e+07,-35.6031
4.56338e+07,-35.5562
4.56961e+07,-35.498
4.57585e+07,-35.4571
4.58209e+07,-35.4185
4.58832e+07,-35.3738
4.59456e+07,-35.3369
4.6008e+07,-35.2928
4.60704e+07,-35.2575
4.61328e+07,-35.2215
4.61951e+07,-35.1861
4.62575e+07,-35.152
4.63199e+07,-35.1142
4.63822e+07,-35.0846
4.64446e+07,-35.0415
4.6507e+07,-35.0135
4.65694e+07,-34.9802
4.66318e+07,-34.9563
4.66941e+07,-34.924
4.67565e+07,-34.9026
4.68189e+07,-34.8761
4.68812e+07,-34.8529
4.69436e+07,-34.833
4.7006e+07,-34.811
4.70684e+07,-34.7872
4.71308e+07,-34.7724
4.71931e+07,-34.7529
4.72555e+07,-34.7368
4.73179e+07,-34.7222
4.73802e+07,-34.7052
4.74426e+07,-34.6936
4.7505e+07,-34.6729
4.75674e+07,-34.6609
4.76298e+07,-34.6469
4.76921e+07,-34.6268
4.77545e+07,-34.6179
4.78169e+07,-34.5969
4.78792e+07,-34.5758
4.79416e+07,-34.5587
4.8004e+07,-34.5318
4.80664e+07,-34.5211
4.81288e+07,-34.4971
4.81911e+07,-34.4795
4.82535e+07,-34.4547
4.83159e+07,-34.4453
4.83782e+07,-34.4292
4.84406e+07,-34.4087
4.8503e+07,-34.3892
4.85654e+07,-34.3794
4.86278e+07,-34.3589
4.86901e+07,-34.3484
4.87525e+07,-34.3279
4.88149e+07,-34.3171
4.88772e+07,-34.3037
4.89396e+07,-34.2902
4.9002e+07,-34.2766
4.90644e+07,-34.2566
4.91268e+07,-34.2521
4.91891e+07,-34.237
4.92515e+07,-34.2241
4.93139e+07,-34.2144
4.93762e+07,-34.2018
4.94386e+07,-34.1902
4.9501e+07,-34.179
4.95634e+07,-34.1686
4.96258e+07,-34.1539
4.96881e+07,-34.1382
4.97505e+07,-34.1283
4.98129e+07,-34.1126
4.98752e+07,-34.1012
4.99376e+07,-34.0886
5e+07,-34.0798
