f,gain
5.71375e+06,-8.73321
5.77612e+06,-8.73731
5.8385e+06,-8.74207
5.90088e+06,-8.74737
5.96325e+06,-8.75078
6.02562e+06,-8.7551
6.088e+06,-8.75786
6.15038e+06,-8.76323
6.21275e+06,-8.76502
6.27512e+06,-8.76906
6.3375e+06,-8.77215
6.39988e+06,-8.77511
6.46225e+06,-8.77828
6.52462e+06,-8.78118
6.587e+06,-8.78265
6.64938e+06,-8.78595
6.71175e+06,-8.78829
6.77412e+06,-8.79137
6.8365e+06,-8.79415
6.89888e+06,-8.7965
6.96125e+06,-8.79853
7.02362e+06,-8.80152
7.086e+06,-8.80208
7.14838e+06,-8.80583
7.21075e+06,-8.80766
7.27312e+06,-8.81039
7.3355e+06,-8.81204
7.39788e+06,-8.81364
7.46025e+06,-8.81721
7.52262e+06,-8.81872
7.585e+06,-8.82223
7.64738e+06,-8.82383
7.70975e+06,-8.82643
7.77212e+06,-8.82889
7.8345e+06,-8.83196
7.89688e+06,-8.8337
7.95925e+06,-8.83648
8.02162e+06,-8.83876
8.084e+06,-8.84113
8.14638e+06,-8.8446
8.20875e+06,-8.8458
8.27112e+06,-8.84834
8.3335e+06,-8.85181
8.39588e+06,-8.85351
8.45825e+06,-8.85547
8.52062e+06,-8.8587
8.583e+06,-8.86043
8.64538e+06,-8.86244
8.70775e+06,-8.86467
8.77012e+06,-8.86771
8.8325e+06,-8.86948
8.89488e+06,-8.87266
8.95725e+06,-8.87444
9.01962e+06,-8.87697
9.082e+06,-8.87913
9.14438e+06,-8.8817
9.20675e+06,-8.8833
9.26912e+06,-8.88668
9.3315e+06,-8.88913
9.39388e+06,-8.89133
9.45625e+06,-8.89393
9.51862e+06,-8.89584
9.581e+06,-8.89868
9.64338e+06,-8.90035
9.70575e+06,-8.90188
9.76812e+06,-8.9039
9.8305e+06,-8.90693
9.89288e+06,-8.90924
9.95525e+06,-8.91142
1.00176e+07,-8.91317
1.008e+07,-8.91534
1.01424e+07,-8.9167
1.02048e+07,-8.91741
1.02671e+07,-8.91924
1.03295e+07,-8.92103
1.03919e+07,-8.92253
1.04542e+07,-8.92411
1.05166e+07,-8.92518
1.0579e+07,-8.9271
1.06414e+07,-8.92887
1.07038e+07,-8.9297
1.07661e+07,-8.93262
1.08285e+07,-8.93381
1.08909e+07,-8.93292
1.09532e+07,-8.93525
1.10156e+07,-8.93751
1.1078e+07,-8.93755
1.11404e+07,-8.94032
1.12028e+07,-8.94183
1.12651e+07,-8.94241
1.13275e+07,-8.94403
1.13899e+07,-8.94644
1.14522e+07,-8.94793
1.15146e+07,-8.94887
1.1577e+07,-8.95079
1.16394e+07,-8.95212
1.17018e+07,-8.95358
1.17641e+07,-8.9542
1.18265e+07,-8.95608
1.18889e+07,-8.95721
1.19512e+07,-8.9589
1.20136e+07,-8.96172
1.2076e+07,-9.62192
1.21384e+07,-9.62974
1.22008e+07,-9.63278
1.22631e+07,-9.63574
1.23255e+07,-9.63831
1.23879e+07,-9.64034
1.24502e+07,-9.6423
1.25126e+07,-9.64367
1.2575e+07,-9.6464
1.26374e+07,-9.64858
1.26998e+07,-9.64947
1.27621e+07,-9.65221
1.28245e+07,-9.65554
1.28869e+07,-9.6567
1.29492e+07,-9.65836
1.30116e+07,-9.66038
1.3074e+07,-9.66248
1.31364e+07,-9.66453
1.31988e+07,-9.66575
1.32611e+07,-9.66978
1.33235e+07,-9.67148
1.33859e+07,-9.67353
1.34482e+07,-9.67667
1.35106e+07,-9.67791
1.3573e+07,-9.67772
1.36354e+07,-9.68259
1.36978e+07,-9.6849
1.37601e+07,-9.68703
1.38225e+07,-9.69023
1.38849e+07,-9.69146
1.39472e+07,-9.69384
1.40096e+07,-9.69752
1.4072e+07,-9.70062
1.41344e+07,-9.7025
1.41968e+07,-9.70452
1.42591e+07,-9.70856
1.43215e+07,-9.71107
1.43839e+07,-9.71223
1.44462e+07,-9.71524
1.45086e+07,-9.71908
1.4571e+07,-9.72174
1.46334e+07,-9.72475
1.46958e+07,-9.72802
1.47581e+07,-9.73089
1.48205e+07,-9.7341
1.48829e+07,-9.73768
1.49452e+07,-9.74017
1.50076e+07,-9.7427
1.507e+07,-9.74623
1.51324e+07,-9.7494
1.51948e+07,-9.75473
1.52571e+07,-9.75618
1.53195e+07,-9.76042
1.53819e+07,-9.76542
1.54442e+07,-9.76846
1.55066e+07,-9.76871
1.5569e+07,-9.77504
1.56314e+07,-9.77957
1.56938e+07,-9.78188
1.57561e+07,-9.78756
1.58185e+07,-9.79245
1.58809e+07,-9.79649
1.59432e+07,-9.8026
1.60056e+07,-9.80711
1.6068e+07,-9.81053
1.61304e+07,-9.81441
1.61928e+07,-9.81944
1.62551e+07,-9.82568
1.63175e+07,-9.83022
1.63799e+07,-9.83453
1.64422e+07,-9.84077
1.65046e+07,-9.84585
1.6567e+07,-9.85123
1.66294e+07,-9.85818
1.66918e+07,-9.86348
1.67541e+07,-9.86908
1.68165e+07,-9.87557
1.68789e+07,-9.88203
1.69412e+07,-9.88744
1.70036e+07,-9.89444
1.7066e+07,-9.89976
1.71284e+07,-9.90859
1.71908e+07,-9.91495
1.72531e+07,-9.92205
1.73155e+07,-9.92762
1.73779e+07,-9.93617
1.74402e+07,-9.94565
1.75026e+07,-9.95294
1.7565e+07,-9.95933
1.76274e+07,-9.96781
1.76898e+07,-9.97615
1.77521e+07,-9.98483
1.78145e+07,-9.99376
1.78769e+07,-10.0026
1.79392e+07,-10.0137
1.80016e+07,-10.0219
1.8064e+07,-10.0308
1.81264e+07,-10.0398
1.81888e+07,-10.0488
1.82511e+07,-10.0608
1.83135e+07,-10.0701
1.83759e+07,-10.0814
1.84382e+07,-10.0913
1.85006e+07,-10.102
1.8563e+07,-10.1132
1.86254e+07,-10.1256
1.86878e+07,-10.1359
1.87501e+07,-10.1462
1.88125e+07,-10.1591
1.88749e+07,-10.172
1.89372e+07,-10.1847
1.89996e+07,-10.1966
1.9062e+07,-10.2096
1.91244e+07,-10.2223
1.91868e+07,-10.2369
1.92491e+07,-10.2513
1.93115e+07,-10.2634
1.93739e+07,-10.2781
1.94362e+07,-10.2934
1.94986e+07,-10.3084
1.9561e+07,-10.3214
1.96234e+07,-10.3372
1.96858e+07,-10.3508
1.97481e+07,-10.3692
1.98105e+07,-10.3846
1.98729e+07,-10.4003
1.99352e+07,-10.4183
1.99976e+07,-10.4336
2.006e+07,-10.4522
2.01224e+07,-10.4697
2.01848e+07,-10.4867
2.02471e+07,-10.5069
2.03095e+07,-10.5249
2.03719e+07,-10.5433
2.04342e+07,-10.5635
2.04966e+07,-10.5836
2.0559e+07,-10.6033
2.06214e+07,-10.6238
2.06838e+07,-10.6426
2.07461e+07,-10.6645
2.08085e+07,-10.6861
2.08709e+07,-10.7078
2.09332e+07,-10.7288
2.09956e+07,-10.7511
2.1058e+07,-10.7715
2.11204e+07,-10.7953
2.11828e+07,-10.8188
2.12451e+07,-10.8418
2.13075e+07,-10.864
2.13699e+07,-10.8894
2.14322e+07,-10.9151
2.14946e+07,-10.9376
2.1557e+07,-10.9622
2.16194e+07,-10.9863
2.16818e+07,-11.0128
2.17441e+07,-11.0361
2.18065e+07,-11.0658
2.18689e+07,-11.0919
2.19312e+07,-11.1169
2.19936e+07,-11.1434
2.2056e+07,-11.1709
2.21184e+07,-11.1976
2.21808e+07,-11.2266
2.22431e+07,-11.2545
2.23055e+07,-11.2839
2.23679e+07,-11.3145
2.24302e+07,-11.3419
2.24926e+07,-11.3731
2.2555e+07,-11.4031
2.26174e+07,-11.4338
2.26798e+07,-11.4615
2.27421e+07,-11.4912
2.28045e+07,-11.5252
2.28669e+07,-11.5554
2.29292e+07,-11.5855
2.29916e+07,-11.6174
2.3054e+07,-11.6501
2.31164e+07,-11.6809
2.31788e+07,-11.7154
2.32411e+07,-11.7492
2.33035e+07,-11.7829
2.33659e+07,-11.8163
2.34282e+07,-11.8509
2.34906e+07,-11.8861
2.3553e+07,-11.9174
2.36154e+07,-11.9531
2.36778e+07,-11.9894
2.37401e+07,-12.0243
2.38025e+07,-12.0612
2.38649e+07,-12.0945
2.39272e+07,-12.1318
2.39896e+07,-12.169
2.4052e+07,-12.2049
2.41144e+07,-12.2428
2.41768e+07,-12.2797
2.42391e+07,-12.3149
2.43015e+07,-12.3527
2.43639e+07,-12.3892
2.44262e+07,-12.428
2.44886e+07,-12.4651
2.4551e+07,-12.5061
2.46134e+07,-12.5447
2.46758e+07,-12.5842
2.47381e+07,-12.624
2.48005e+07,-12.6619
2.48629e+07,-12.7047
2.49252e+07,-12.7434
2.49876e+07,-13.0119
2.505e+07,-12.8365
2.51124e+07,-12.8833
2.51748e+07,-12.9249
2.52371e+07,-12.9653
2.52995e+07,-13.0093
2.53619e+07,-13.0484
2.54242e+07,-13.0907
2.54866e+07,-13.1345
2.5549e+07,-13.1752
2.56114e+07,-13.2165
2.56738e+07,-13.2617
2.57361e+07,-13.3042
2.57985e+07,-13.3487
2.58609e+07,-13.3906
2.59232e+07,-13.4325
2.59856e+07,-13.4752
2.6048e+07,-13.5182
2.61104e+07,-13.5624
2.61728e+07,-13.607
2.62351e+07,-13.6516
2.62975e+07,-13.6929
2.63599e+07,-13.7436
2.64222e+07,-13.7849
2.64846e+07,-13.8281
2.6547e+07,-13.8747
2.66094e+07,-13.9201
2.66718e+07,-13.9639
2.67341e+07,-14.0091
2.67965e+07,-14.0563
2.68589e+07,-14.0996
2.69212e+07,-14.1458
2.69836e+07,-14.1954
2.7046e+07,-14.2397
2.71084e+07,-14.2858
2.71708e+07,-14.3352
2.72331e+07,-14.3778
2.72955e+07,-14.4269
2.73579e+07,-14.473
2.74202e+07,-14.5216
2.74826e+07,-14.5669
2.7545e+07,-14.6168
2.76074e+07,-14.6621
2.76698e+07,-14.7097
2.77321e+07,-14.761
2.77945e+07,-14.8064
2.78569e+07,-14.8563
2.79192e+07,-14.9039
2.79816e+07,-14.9538
2.8044e+07,-15.0021
2.81064e+07,-15.0528
2.81688e+07,-15.0993
2.82311e+07,-15.1502
2.82935e+07,-15.1995
2.83559e+07,-15.2504
2.84182e+07,-15.2992
2.84806e+07,-15.3477
2.8543e+07,-15.3994
2.86054e+07,-15.4526
2.86678e+07,-15.504
2.87301e+07,-15.55
2.87925e+07,-15.6051
2.88549e+07,-15.6589
2.89172e+07,-15.7131
2.89796e+07,-15.7635
2.9042e+07,-15.8189
2.91044e+07,-15.874
2.91668e+07,-15.9252
2.92291e+07,-15.9812
2.92915e+07,-16.0351
2.93539e+07,-16.0929
2.94162e+07,-16.148
2.94786e+07,-16.205
2.9541e+07,-16.2679
2.96034e+07,-16.3222
2.96658e+07,-16.3847
2.97281e+07,-16.4376
2.97905e+07,-16.4966
2.98529e+07,-16.5549
2.99152e+07,-16.6196
2.99776e+07,-16.6764
3.004e+07,-16.7437
3.01024e+07,-16.8063
3.01648e+07,-16.8648
3.02271e+07,-16.9274
3.02895e+07,-16.9935
3.03519e+07,-17.0575
3.04142e+07,-17.1126
3.04766e+07,-17.1748
3.0539e+07,-17.2319
3.06014e+07,-17.2949
3.06638e+07,-17.3554
3.07261e+07,-17.4174
3.07885e+07,-17.473
3.08509e+07,-17.53
3.09132e+07,-17.5837
3.09756e+07,-17.636
3.1038e+07,-17.6925
3.11004e+07,-17.7467
3.11628e+07,-17.8002
3.12251e+07,-17.8563
3.12875e+07,-17.9114
3.13499e+07,-17.9643
3.14122e+07,-18.0136
3.14746e+07,-18.0598
3.1537e+07,-18.1154
3.15994e+07,-18.1679
3.16618e+07,-18.2205
3.17241e+07,-18.2755
3.17865e+07,-18.3248
3.18489e+07,-18.375
3.19112e+07,-18.4246
3.19736e+07,-18.4788
3.2036e+07,-18.5251
3.20984e+07,-18.5751
3.21608e+07,-18.62
3.22231e+07,-18.6808
3.22855e+07,-18.7251
3.23479e+07,-18.7823
3.24102e+07,-18.8295
3.24726e+07,-18.8752
3.2535e+07,-18.9303
3.25974e+07,-18.9808
3.26598e+07,-19.0302
3.27221e+07,-19.0751
3.27845e+07,-19.1267
3.28469e+07,-19.1701
3.29092e+07,-19.2183
3.29716e+07,-19.2662
3.3034e+07,-19.3138
3.30964e+07,-19.3634
3.31588e+07,-19.4189
3.32211e+07,-19.4554
3.32835e+07,-19.5148
3.33459e+07,-19.5559
3.34082e+07,-19.6068
3.34706e+07,-19.6588
3.3533e+07,-19.6921
3.35954e+07,-19.7404
3.36578e+07,-19.79
3.37201e+07,-19.8549
3.37825e+07,-19.9024
3.38449e+07,-19.9564
3.39072e+07,-20.0024
3.39696e+07,-20.0496
3.4032e+07,-20.101
3.40944e+07,-20.1467
3.41568e+07,-20.1994
3.42191e+07,-20.2462
3.42815e+07,-20.2974
3.43439e+07,-20.352
3.44062e+07,-20.4004
3.44686e+07,-20.4357
3.4531e+07,-20.481
3.45934e+07,-20.5232
3.46558e+07,-20.5716
3.47181e+07,-20.6169
3.47805e+07,-20.6641
3.48429e+07,-20.6999
3.49052e+07,-20.7422
3.49676e+07,-20.7857
3.503e+07,-20.8147
3.50924e+07,-20.6388
3.51548e+07,-20.8812
3.52171e+07,-20.9289
3.52795e+07,-20.956
3.53419e+07,-21.0021
3.54042e+07,-21.0462
3.54666e+07,-21.0809
3.5529e+07,-21.1235
3.55914e+07,-21.1691
3.56538e+07,-21.2052
3.57161e+07,-21.2505
3.57785e+07,-21.2927
3.58409e+07,-21.323
3.59032e+07,-21.3729
3.59656e+07,-21.4041
3.6028e+07,-21.4532
3.60904e+07,-21.4942
3.61528e+07,-21.5405
3.62151e+07,-21.5785
3.62775e+07,-21.6174
3.63399e+07,-21.6543
3.64022e+07,-21.6886
3.64646e+07,-21.7312
3.6527e+07,-21.7725
3.65894e+07,-21.8099
3.66518e+07,-21.8527
3.67141e+07,-21.8901
3.67765e+07,-21.9342
3.68389e+07,-21.9758
3.69012e+07,-22.0131
3.69636e+07,-22.0541
3.7026e+07,-22.0947
3.70884e+07,-22.135
3.71508e+07,-22.1797
3.72131e+07,-22.221
3.72755e+07,-22.249
3.73379e+07,-22.3014
3.74002e+07,-22.3355
3.74626e+07,-22.3751
3.7525e+07,-22.4023
3.75874e+07,-22.4352
3.76498e+07,-22.4813
3.77121e+07,-22.5151
3.77745e+07,-22.5568
3.78369e+07,-22.5923
3.78992e+07,-22.6326
3.79616e+07,-22.6694
3.8024e+07,-22.7091
3.80864e+07,-22.7446
3.81488e+07,-22.7848
3.82111e+07,-22.8195
3.82735e+07,-22.8586
3.83359e+07,-22.8929
3.83982e+07,-22.9307
3.84606e+07,-22.9701
3.8523e+07,-23.0114
3.85854e+07,-23.0436
3.86478e+07,-23.0877
3.87101e+07,-23.125
3.87725e+07,-23.1518
3.88349e+07,-23.2014
3.88972e+07,-23.2274
3.89596e+07,-23.2678
3.9022e+07,-23.3048
3.90844e+07,-23.353
3.91468e+07,-23.3856
3.92091e+07,-23.4275
3.92715e+07,-23.4606
3.93339e+07,-23.4961
3.93962e+07,-23.533
3.94586e+07,-23.5675
3.9521e+07,-23.6036
3.95834e+07,-23.6432
3.96458e+07,-23.6812
3.97081e+07,-23.7161
3.97705e+07,-23.7534
3.98329e+07,-23.7808
3.98952e+07,-23.8219
3.99576e+07,-23.8544
4.002e+07,-23.8918
4.00824e+07,-23.9307
4.01448e+07,-23.9649
4.02071e+07,-24.0018
4.02695e+07,-24.0359
4.03319e+07,-24.0754
4.03942e+07,-24.1122
4.04566e+07,-24.1468
4.0519e+07,-24.1855
4.05814e+07,-24.2222
4.06438e+07,-24.2563
4.07061e+07,-24.297
4.07685e+07,-24.3312
4.08309e+07,-24.3658
4.08932e+07,-24.4084
4.09556e+07,-24.4393
4.1018e+07,-24.4768
4.10804e+07,-24.5201
4.11428e+07,-24.5548
4.12051e+07,-24.5982
4.12675e+07,-24.6382
4.13299e+07,-24.6699
4.13922e+07,-24.7097
4.14546e+07,-24.746
4.1517e+07,-24.7819
4.15794e+07,-24.8253
4.16418e+07,-24.8628
4.17041e+07,-24.8996
4.17665e+07,-24.9368
4.18289e+07,-24.9716
4.18912e+07,-25.013
4.19536e+07,-25.0557
4.2016e+07,-25.0893
4.20784e+07,-25.1325
4.21408e+07,-25.163
4.22031e+07,-25.201
4.22655e+07,-25.2398
4.23279e+07,-25.278
4.23902e+07,-25.3061
4.24526e+07,-25.3519
4.2515e+07,-25.3872
4.25774e+07,-25.4265
4.26398e+07,-25.4577
4.27021e+07,-25.4922
4.27645e+07,-25.5311
4.28269e+07,-25.5671
4.28892e+07,-25.6054
4.29516e+07,-25.6338
4.3014e+07,-25.6773
4.30764e+07,-25.7069
4.31388e+07,-25.7448
4.32011e+07,-25.7826
4.32635e+07,-25.8195
4.33259e+07,-25.8548
4.33882e+07,-25.8792
4.34506e+07,-25.9161
4.3513e+07,-25.9457
4.35754e+07,-25.9862
4.36378e+07,-26.0167
4.37001e+07,-26.0545
4.37625e+07,-26.0883
4.38249e+07,-26.1191
4.38872e+07,-26.1533
4.39496e+07,-26.1838
4.4012e+07,-26.2176
4.40744e+07,-26.2521
4.41368e+07,-26.2803
4.41991e+07,-26.3125
4.42615e+07,-26.3438
4.43239e+07,-26.3768
4.43862e+07,-26.4096
4.44486e+07,-26.4366
4.4511e+07,-26.4668
4.45734e+07,-26.4963
4.46358e+07,-26.5276
4.46981e+07,-26.5598
4.47605e+07,-26.588
4.48229e+07,-26.6213
4.48852e+07,-26.658
4.49476e+07,-26.688
4.501e+07,-26.7168
4.50724e+07,-26.7462
4.51348e+07,-26.782
4.51971e+07,-26.813
4.52595e+07,-26.8436
4.53219e+07,-26.8745
4.53842e+07,-26.9089
4.54466e+07,-26.939
4.5509e+07,-26.9735
4.55714e+07,-27.0045
4.56338e+07,-27.029
4.56961e+07,-27.0713
4.57585e+07,-27.1038
4.58209e+07,-27.1317
4.58832e+07,-27.1678
4.59456e+07,-27.199
4.6008e+07,-27.2246
4.60704e+07,-27.2626
4.61328e+07,-27.2936
4.61951e+07,-27.323
4.62575e+07,-27.3561
4.63199e+07,-27.3941
4.63822e+07,-27.4253
4.64446e+07,-27.4555
4.6507e+07,-27.4879
4.65694e+07,-27.5147
4.66318e+07,-27.5551
4.66941e+07,-27.5816
4.67565e+07,-27.6196
4.68189e+07,-27.6463
4.68812e+07,-27.6805
4.69436e+07,-27.7039
4.7006e+07,-27.7372
4.70684e+07,-27.7634
4.71308e+07,-27.7969
4.71931e+07,-27.8349
4.72555e+07,-27.8638
4.73179e+07,-27.9008
4.73802e+07,-27.9314
4.74426e+07,-27.9579
4.7505e+07,-27.9955
4.75674e+07,-28.0248
4.76298e+07,-28.0615
4.76921e+07,-28.0828
4.77545e+07,-28.1278
4.78169e+07,-28.1541
4.78792e+07,-28.1901
4.79416e+07,-28.2268
4.8004e+07,-28.2519
4.80664e+07,-28.2714
4.81288e+07,-28.3199
4.81911e+07,-28.3461
4.82535e+07,-28.3789
4.83159e+07,-28.4106
4.83782e+07,-28.4423
4.84406e+07,-28.4748
4.8503e+07,-28.506
4.85654e+07,-28.5363
4.86278e+07,-28.5718
4.86901e+07,-28.5917
4.87525e+07,-28.6245
4.88149e+07,-28.6551
4.88772e+07,-28.6894
4.89396e+07,-28.7178
4.9002e+07,-28.7442
4.90644e+07,-28.767
4.91268e+07,-28.7972
4.91891e+07,-28.8313
4.92515e+07,-28.853
4.93139e+07,-28.8921
4.93762e+07,-28.9194
4.94386e+07,-28.9417
4.9501e+07,-28.978
4.95634e+07,-29.0012
4.96258e+07,-29.0296
4.96881e+07,-29.0606
4.97505e+07,-29.093
4.98129e+07,-29.1255
4.98752e+07,-29.1583
4.99376e+07,-29.1838
5e+07,-29.2167
